Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,5d,1m,3m,6m,1y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Average_Rank,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State,DER_cap_monthly,DER_capped,F_trend,DER_capped_trend,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Recent_Momentum_Rank,Recent_Weakness_Penalty,Coverage_Penalty,State_Adjustment,Durability_Adjustment,Average_Rank,Average_Rank,Market_Cap,Market_Cap_B,Market_Cap_Rank,Market_Cap_Bucket,Market_Cap_Asset_Type,Market_Cap_Source,Interval_Dice,Alpha_Dice,Grid_Score,Max_Divergence_Score,Y3_Beat_VOO_Score,Y3_Premium_Score,Y3_Premium_50p_Score,Y3_Premium_100p_Score,Y3_Premium_Wins,Y3_Premium_Total,Y3_Confidence,Beat_Score,Beat_Score_50p,Beat_Score_100p
11,AVGO,Semiconductors,1073.8,73.1,2.4,2.5,-8.9,-7.3,-2.9,-0.7,89.7,263.6,502.3,1073.8,1473.1,-16.4,1.2,1324.5,320.4,1219.7,13.0,13.0,13.0,13.0,0.0,0.0,11.0,11.0,-2,1.599999999999966,STRONG_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL,,,,,13.0,13.0,13.0,13.0,0.0,0.0,,0.0,0.0,0.0,0.0,11.0,11.0,,,,,,,100001111,111111111,173.6,150.0,200.0,155.6,155.6,111.1,7.0,9.0,1.0,479.2,479.2,434.7
12,PWR,Construction & Engineering,915.3,78.9,-1.8,-2.1,-4.1,-5.1,9.1,25.9,86.9,185.1,465.3,915.3,1124.7,-22.8,1.1,780.2,171.4,1061.2,17.0,17.0,17.0,17.0,0.0,0.0,12.0,12.0,-8,27.0,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,17.0,17.0,17.0,17.0,0.0,0.0,,0.0,0.0,0.0,0.0,12.0,12.0,,,,,,,000111111,001111111,162.5,150.0,155.6,155.6,155.6,133.3,7.0,9.0,1.0,468.1,468.1,445.8
13,LRCX,Semiconductor Equipment,1149.1,71.0,-6.7,-7.5,-6.3,10.9,26.7,88.3,212.7,313.1,466.7,1149.1,1603.7,-7.6,1.3,756.6,132.2,1295.0,12.0,12.0,12.0,12.0,0.0,0.0,13.0,13.0,-3,59.29999999999998,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,12.0,12.0,12.0,12.0,0.0,0.0,,0.0,0.0,0.0,0.0,13.0,13.0,,,,,,,001111111,111111011,184.7,150.0,177.8,133.3,133.3,88.9,6.0,9.0,1.0,468.0,468.0,423.6
14,FIX,Engineering & Construction,2508.9,79.6,-3.0,-3.6,-7.2,-6.0,13.6,58.4,322.4,805.5,1532.1,2508.9,3110.6,-40.0,1.1,1855.5,296.2,2654.8,4.0,4.0,4.0,4.0,0.0,0.0,14.0,14.0,-9,74.1,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,4.0,4.0,4.0,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,14.0,14.0,,,,,,,000111111,100111111,162.5,190.0,155.6,111.1,111.1,111.1,5.0,9.0,1.0,463.6,463.6,463.6
15,VRT,Electrical Equipment & Parts,1373.1,77.9,1.4,1.4,-3.1,-3.3,19.0,51.2,242.8,859.2,1189.5,1373.1,1741.3,-60.9,1.2,1047.5,214.7,1473.6,11.0,11.0,11.0,11.0,0.0,0.0,15.0,15.0,0,7.699999999999989,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,11.0,11.0,11.0,11.0,0.0,0.0,,0.0,0.0,0.0,0.0,15.0,15.0,,,,,,,100111111,---101111,176.1,150.0,166.7,133.3,133.3,133.3,4.0,6.0,1.0,459.4,459.4,459.4
16,PANW,Cybersecurity Software,466.8,92.3,-6.2,-3.5,4.6,46.8,65.7,62.0,65.8,119.9,246.7,466.8,509.1,-34.6,1.2,233.0,59.6,612.7,45.0,45.0,48.0,48.0,0.0,0.0,16.0,16.0,-2,10.600000000000001,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,45.0,45.0,48.0,48.0,0.0,0.0,,0.0,0.0,0.0,0.0,16.0,16.0,,,,,,,011111111,111111111,206.9,110.0,200.0,133.3,133.3,88.9,6.0,9.0,1.0,450.2,450.2,405.8
17,DELL,Computer Hardware & Services,1055.3,87.3,5.7,5.5,-5.5,54.0,124.0,158.0,260.5,468.0,705.2,1055.3,1206.8,-23.7,1.6,344.4,65.4,1189.1,14.0,14.0,14.0,14.0,0.0,0.0,17.0,17.0,0,-5.3999999999999915,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,14.0,14.0,14.0,14.0,0.0,0.0,,0.0,0.0,0.0,0.0,17.0,17.0,,,,,,,101111111,-01111111,193.4,150.0,175.0,100.0,100.0,75.0,4.0,8.0,1.0,443.4,443.4,418.4
18,JBL,Electronic Manufacturing Services,547.2,77.4,-7.0,-6.3,-12.0,-7.5,5.8,19.2,74.8,169.0,313.4,547.2,662.0,-28.8,1.1,460.8,90.4,693.1,37.0,37.0,38.0,38.0,0.0,0.0,18.0,18.0,0,30.000000000000007,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,37.0,37.0,38.0,38.0,0.0,0.0,,0.0,0.0,0.0,0.0,18.0,18.0,,,,,,,000111111,111111111,184.7,110.0,200.0,133.3,133.3,88.9,6.0,9.0,1.0,428.0,428.0,383.6
19,URI,Equipment Rental,334.7,87.5,-5.7,-4.2,1.0,10.1,15.2,11.7,20.9,65.2,165.0,334.7,387.6,-36.0,1.3,297.3,77.0,480.6,63.0,63.0,64.0,64.0,0.0,0.0,19.0,19.0,1,18.5,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,63.0,63.0,64.0,64.0,0.0,0.0,,0.0,0.0,0.0,0.0,19.0,19.0,,,,,,,011111111,100111111,184.7,110.0,155.6,133.3,133.3,66.7,6.0,9.0,1.0,428.0,428.0,361.4
20,MU,Semiconductors,1978.8,74.7,-3.4,-4.1,-8.6,48.2,92.7,288.1,701.1,936.2,1126.8,1978.8,2654.8,-25.2,1.4,747.5,69.7,2124.7,6.0,6.0,6.0,6.0,0.0,0.0,20.0,20.0,-1,29.700000000000003,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,6.0,6.0,6.0,6.0,0.0,0.0,,0.0,0.0,0.0,0.0,20.0,20.0,,,,,,,001111111,111100011,162.5,190.0,133.3,66.7,66.7,44.4,3.0,9.0,1.0,419.2,419.2,396.9
21,STX,Data Storage,1603.5,72.8,0.7,0.6,-9.2,18.3,64.7,179.2,618.3,803.8,1027.7,1603.5,2215.0,-36.7,1.2,750.5,69.2,1749.4,9.0,9.0,9.0,9.0,0.0,0.0,21.0,21.0,8,18.200000000000003,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,9.0,9.0,9.0,9.0,0.0,0.0,,0.0,0.0,0.0,0.0,21.0,21.0,,,,,,,101111111,100101011,162.5,190.0,111.1,66.7,66.7,66.7,3.0,9.0,1.0,419.2,419.2,419.2
22,CAT,Construction Machinery,532.8,83.2,-3.2,-2.8,2.3,5.3,18.4,50.1,118.3,195.6,296.0,532.8,640.0,-5.5,1.2,326.1,55.5,678.6,39.0,39.0,41.0,41.0,0.0,0.0,22.0,22.0,1,13.0,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,39.0,39.0,41.0,41.0,0.0,0.0,,0.0,0.0,0.0,0.0,22.0,22.0,,,,,,,011111111,110111111,195.8,110.0,177.8,111.1,111.1,44.4,5.0,9.0,1.0,416.9,416.9,350.2
23,SMH,Unknown,584.0,81.9,-2.2,-2.2,-4.7,8.8,22.5,44.9,107.6,181.5,278.2,584.0,714.6,-5.3,1.2,387.6,77.5,729.9,36.0,36.0,37.0,37.0,0.0,0.0,23.0,23.0,1,14.899999999999999,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,36.0,36.0,37.0,37.0,0.0,0.0,,0.0,0.0,0.0,0.0,23.0,23.0,,,,,,,001111111,111111111,195.8,110.0,200.0,111.1,111.1,66.7,5.0,9.0,1.0,416.9,416.9,372.5
24,WSM,Specialty Retail,361.5,87.9,-3.1,-2.5,4.4,9.9,8.6,8.7,41.9,94.7,182.5,361.5,417.3,-40.6,1.2,340.5,85.5,507.4,60.0,60.0,61.0,61.0,0.0,0.0,24.0,24.0,1,22.799999999999997,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,60.0,60.0,61.0,61.0,0.0,0.0,,0.0,0.0,0.0,0.0,24.0,24.0,,,,,,,011111111,011111111,195.8,110.0,177.8,111.1,111.1,88.9,5.0,9.0,1.0,416.9,416.9,394.7
25,MPWR,Semiconductors,460.3,66.5,-1.4,-1.5,-10.3,-11.1,-0.8,14.9,42.2,68.4,152.1,460.3,693.2,-5.3,1.3,525.2,146.3,606.2,49.0,49.0,51.0,51.0,0.0,0.0,25.0,25.0,1,19.80000000000001,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,49.0,49.0,51.0,51.0,0.0,0.0,,0.0,0.0,0.0,0.0,25.0,25.0,,,,,,,000011111,111111111,173.6,110.0,200.0,133.3,133.3,88.9,6.0,9.0,1.0,416.9,416.9,372.5
26,QUBT,Quantum Computing,735.8,9.4,-0.4,-4.3,-18.2,-7.2,-10.5,-32.8,401.2,311.9,219.3,735.8,9187.6,-139.9,1.6,13202.2,8116.6,881.6,28.0,28.0,28.0,28.0,0.0,0.0,26.0,26.0,1,845.8000000000002,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,28.0,28.0,28.0,28.0,0.0,0.0,,0.0,0.0,0.0,0.0,26.0,26.0,,,,,,,000001111,111000111,129.1,150.0,133.3,133.3,133.3,133.3,6.0,9.0,1.0,412.4,412.4,412.4
27,APP,Software,911.8,59.4,0.1,-0.2,-9.6,3.5,-0.2,-3.3,401.1,925.6,,911.8,1542.2,-55.4,1.4,1551.2,466.0,971.7,18.0,18.0,18.0,18.0,0.0,0.0,27.0,27.0,7,-76.29999999999995,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,18.0,18.0,18.0,18.0,0.0,0.0,,0.0,0.0,0.0,0.0,27.0,27.0,,,,,,,0010011-1,------111,161.0,150.0,200.0,100.0,100.0,100.0,3.0,3.0,0.5,411.0,411.0,411.0
28,HOOD,Capital Markets,475.2,59.4,0.1,-0.2,14.8,31.5,23.1,4.9,319.5,475.2,,475.2,820.7,-60.3,1.4,733.2,190.2,533.3,57.0,57.0,47.0,47.0,0.0,0.0,28.0,28.0,15,-47.70000000000002,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,57.0,57.0,47.0,47.0,0.0,0.0,,0.0,0.0,0.0,0.0,28.0,28.0,,,,,,,0111111-1,------111,198.5,110.0,200.0,100.0,100.0,100.0,3.0,3.0,0.5,408.5,408.5,408.5
29,^IRX,Government Bonds,2735.7,48.7,0.7,1.2,2.4,-1.4,-2.6,-10.9,-50.4,1124.4,3958.9,2735.7,5789.1,-166.0,1.2,6320.4,3724.9,2881.6,2.0,2.0,2.0,2.0,0.0,0.0,29.0,29.0,6,-75.09999999999991,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,2.0,2.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,29.0,29.0,,,,,,,110000111,110011100,129.2,190.0,111.1,88.9,88.9,88.9,4.0,9.0,1.0,408.1,408.1,408.1
30,ASML,Semi-Conductors,453.5,81.9,-1.8,-1.6,1.7,9.1,16.6,48.9,72.3,82.9,144.7,453.5,553.1,-5.8,1.6,285.4,59.1,599.4,50.0,50.0,52.0,52.0,0.0,0.0,30.0,30.0,6,12.899999999999999,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,50.0,50.0,52.0,52.0,0.0,0.0,,0.0,0.0,0.0,0.0,30.0,30.0,,,,,,,011111111,111110011,184.7,110.0,155.6,111.1,111.1,66.7,5.0,9.0,1.0,405.8,405.8,361.4
31,TSM,Semiconductors,588.7,86.6,-0.5,-0.7,-1.0,3.9,11.3,31.0,127.2,193.9,277.3,588.7,680.9,-6.0,1.1,421.7,75.7,734.6,35.0,35.0,35.0,35.0,0.0,0.0,31.0,31.0,-1,8.900000000000006,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,35.0,35.0,35.0,35.0,0.0,0.0,,0.0,0.0,0.0,0.0,31.0,31.0,,,,,,,001111111,111110111,184.7,110.0,177.8,111.1,111.1,88.9,5.0,9.0,1.0,405.8,405.8,383.6
32,000660.KS,Memory,2580.7,73.2,0.4,0.3,-9.8,44.7,91.6,296.7,922.7,1386.0,1656.5,2580.7,3531.1,-22.7,1.2,1037.1,95.6,2726.6,3.0,3.0,3.0,3.0,0.0,0.0,32.0,32.0,-10,41.3,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,3.0,3.0,3.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,32.0,32.0,,,,,,,101111111,101-00111,168.4,190.0,111.1,44.4,44.4,44.4,2.0,9.0,1.0,402.8,402.8,402.8
33,TSLA,Automobile Manufacturers,765.2,51.5,1.5,2.1,-3.6,-4.0,-8.5,-7.2,8.8,-4.2,197.6,765.2,1535.1,-50.2,1.2,1507.6,613.5,911.1,24.0,24.0,26.0,26.0,0.0,0.0,33.0,33.0,12,-63.0,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,24.0,24.0,26.0,26.0,0.0,0.0,,0.0,0.0,0.0,0.0,33.0,33.0,,,,,,,100001011,111110011,140.2,150.0,155.6,111.1,111.1,111.1,5.0,9.0,1.0,401.3,401.3,401.3
34,AAPL,Consumer Electronics,258.6,98.0,0.9,0.3,4.1,5.7,6.9,10.8,7.8,11.6,51.4,258.6,264.2,-12.6,1.2,203.9,46.5,404.5,71.0,71.0,74.0,74.0,0.0,0.0,34.0,34.0,52,-18.5,EARLY_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,71.0,71.0,74.0,74.0,0.0,0.0,,0.0,0.0,0.0,0.0,34.0,34.0,,,,,,,111111111,111111111,218.0,70.0,200.0,111.1,111.1,44.4,5.0,9.0,1.0,399.1,399.1,332.4
35,SNDK,Data Storage Devices,1873.3,64.0,-5.4,-7.6,-13.6,31.1,144.9,1063.2,,,,1873.3,2887.5,-4.5,1.5,921.3,80.6,1888.9,8.0,8.0,8.0,8.0,0.0,0.0,35.0,35.0,-4,44.599999999999994,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,8.0,8.0,8.0,8.0,0.0,0.0,,0.0,0.0,0.0,0.0,35.0,35.0,,,,,,,00111---1,--------1,173.7,190.0,200.0,33.3,33.3,33.3,1.0,1.0,0.167,397.0,397.0,397.0
36,TRGP,Oil & Gas Midstream,530.8,96.9,6.4,5.4,6.6,3.7,13.1,31.9,75.9,170.0,470.9,530.8,551.7,-93.5,1.2,363.9,74.0,676.7,40.0,40.0,42.0,42.0,0.0,0.0,36.0,36.0,5,2.5999999999999943,STRONG_DOWN,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL,,,,,40.0,40.0,42.0,42.0,0.0,0.0,,0.0,0.0,0.0,0.0,36.0,36.0,,,,,,,111111111,000011111,173.6,110.0,111.1,111.1,111.1,111.1,5.0,9.0,1.0,394.7,394.7,394.7
37,TT,Building Products,240.2,82.0,-1.1,-0.8,3.1,-0.3,1.8,-0.4,14.1,53.5,99.8,240.2,294.6,-7.0,1.2,277.7,77.0,386.1,75.0,75.0,78.0,78.0,0.0,0.0,37.0,37.0,-9,7.099999999999994,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,75.0,75.0,78.0,78.0,0.0,0.0,,0.0,0.0,0.0,0.0,37.0,37.0,,,,,,,010101111,111111111,184.7,70.0,200.0,133.3,133.3,66.7,6.0,9.0,1.0,388.0,388.0,321.4
38,RKLB,Aerospace & Defense,872.5,51.1,-11.8,-17.3,-23.6,-8.0,-2.0,31.4,726.9,912.1,,872.5,1719.1,-77.2,1.3,1236.1,246.6,937.1,22.0,22.0,19.0,19.0,0.0,0.0,38.0,38.0,-5,26.5,STRONG_DOWN,UPPER_RANGE,NEUTRAL,S5_TRASH,,,,,22.0,22.0,19.0,19.0,0.0,0.0,,0.0,0.0,0.0,0.0,38.0,38.0,,,,,,,0000111-1,-----0111,137.0,150.0,150.0,100.0,100.0,100.0,3.0,4.0,0.667,387.0,387.0,387.0
39,AMAT,Semiconductor Equipment & Materials,697.2,70.9,-8.3,-8.4,3.7,22.3,42.8,98.4,152.8,211.2,339.7,697.2,991.0,-21.2,1.5,371.4,78.9,843.1,29.0,29.0,29.0,29.0,0.0,0.0,39.0,39.0,-18,35.800000000000004,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,29.0,29.0,29.0,29.0,0.0,0.0,,0.0,0.0,0.0,0.0,39.0,39.0,,,,,,,011111111,011111011,184.7,110.0,155.6,88.9,88.9,66.7,4.0,9.0,1.0,383.6,383.6,361.4
40,SOXX,Semiconductor,481.5,80.5,-6.6,-6.2,-2.3,16.8,36.3,65.9,113.4,157.3,226.6,481.5,597.7,-6.2,1.3,244.0,47.1,626.6,44.0,44.0,46.0,46.0,0.0,0.0,40.0,40.0,0,7.899999999999999,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,44.0,44.0,46.0,46.0,0.0,0.0,,0.0,0.0,0.0,0.0,40.0,40.0,38373490688.0,38.373,,etf,etf,data_raw,001111111,111111011,184.7,110.0,177.8,88.9,88.9,66.7,4.0,9.0,1.0,383.6,383.6,361.4
41,TPL,Homebuilding,444.6,48.6,-0.9,-1.4,3.8,-6.3,-2.6,4.8,15.2,31.3,123.9,444.6,919.6,-5.5,1.4,931.8,467.9,590.5,51.0,51.0,54.0,54.0,0.0,0.0,41.0,41.0,-3,-1.5,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,51.0,51.0,54.0,54.0,0.0,0.0,,0.0,0.0,0.0,0.0,41.0,41.0,,,,,,,010011111,110111101,162.5,110.0,155.6,111.1,111.1,66.7,5.0,9.0,1.0,383.6,383.6,339.2
42,APH,Electronic Components,345.9,83.6,-5.5,-4.0,0.9,5.0,4.3,12.1,89.6,152.2,220.2,345.9,390.4,-16.3,1.1,274.8,44.3,491.8,62.0,62.0,63.0,63.0,0.0,0.0,42.0,42.0,0,9.5,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,62.0,62.0,63.0,63.0,0.0,0.0,,0.0,0.0,0.0,0.0,42.0,42.0,,,,,,,011111111,11-111111,205.9,110.0,177.8,66.7,66.7,44.4,3.0,9.0,1.0,382.6,382.6,360.3
43,GRMN,Scientific & Technical Instruments,129.2,75.0,6.7,3.3,5.4,0.1,3.2,2.0,19.0,38.5,44.6,129.2,174.5,-6.4,1.3,161.4,48.0,275.0,115.0,115.0,119.0,119.0,0.0,0.0,43.0,43.0,30,-15.0,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,115.0,115.0,119.0,119.0,0.0,0.0,,0.0,0.0,0.0,0.0,43.0,43.0,,,,,,,111111111,111100111,195.8,70.0,155.6,111.1,111.1,22.2,5.0,9.0,1.0,376.9,376.9,288.0
44,CDNS,Electronic Design Automation Software,278.2,76.1,-1.0,-0.9,-5.5,3.1,7.6,2.0,-7.8,6.1,48.9,278.2,367.1,-3.4,1.2,333.3,110.0,424.0,69.0,69.0,71.0,71.0,0.0,0.0,44.0,44.0,2,12.900000000000006,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,69.0,69.0,71.0,71.0,0.0,0.0,,0.0,0.0,0.0,0.0,44.0,44.0,,,,,,,001110111,111111110,173.60000000000002,70.0,177.8,133.3,133.3,111.1,6.0,9.0,1.0,376.9,376.9,354.7
