Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,5d,1m,3m,6m,1y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Average_Rank,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State,DER_cap_monthly,DER_capped,F_trend,DER_capped_trend,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Recent_Momentum_Rank,Recent_Weakness_Penalty,Coverage_Penalty,State_Adjustment,Durability_Adjustment,Average_Rank,Average_Rank,Market_Cap,Market_Cap_B,Market_Cap_Rank,Market_Cap_Bucket,Market_Cap_Asset_Type,Market_Cap_Source,Interval_Dice,Alpha_Dice,Grid_Score,Max_Divergence_Score,Y3_Beat_VOO_Score,Y3_Premium_Score,Y3_Premium_Wins,Y3_Premium_Total,Y3_Confidence,Beat_Score,High_52W,Pct_From_52W_High,At_52W_High
11,ANET,Networking Equipment,804.0,89.2,-2.4,-0.7,-3.1,7.8,11.5,16.9,68.1,194.1,385.5,804.0,904.1,-19.6,1.3,686.2,153.2,947.0,21.0,21.0,23.0,23.0,0.0,0.0,11.0,11.0,-5,2.914344298853962,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,21.0,21.0,23.0,23.0,0.0,0.0,,0.0,0.0,0.0,0.0,11.0,11.0,,,,,,,001111111,100111111,173.6,150.0,155.6,155.6,7,9,1.0,479.2,179.79,-7.98,False
12,AVGO,Semiconductors,1115.6,75.9,-7.5,-6.1,-13.3,-1.6,-0.9,5.7,105.3,286.9,541.1,1115.6,1473.1,-16.4,1.2,1258.9,290.6,1258.5,15.0,15.0,15.0,15.0,0.0,0.0,12.0,12.0,30,-0.07299842711950078,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,15.0,15.0,15.0,15.0,0.0,0.0,,0.0,0.0,0.0,0.0,12.0,12.0,,,,,,,000011111,111111111,173.6,150.0,200.0,155.6,7,9,1.0,479.2,495.0,-23.45,False
13,VRT,Electrical Equipment & Parts,1494.9,84.7,-1.9,-0.4,0.5,8.7,38.6,76.6,310.2,946.6,1317.1,1494.9,1741.3,-60.9,1.2,933.0,175.0,1593.1,11.0,11.0,10.0,10.0,0.0,0.0,13.0,13.0,1,-38.50659768004027,EARLY_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,11.0,11.0,10.0,10.0,0.0,0.0,,0.0,0.0,0.0,0.0,13.0,13.0,,,,,,,011111111,---101111,187.2,150.0,166.7,133.3,4,6,1.0,470.5,379.93,-14.31,False
14,AXON,Public Safety Technology,452.2,37.6,3.0,6.8,2.5,-6.8,-13.7,-33.3,-12.3,35.2,103.6,452.2,1246.3,-25.7,1.5,2050.0,1144.4,595.2,52.0,52.0,53.0,53.0,0.0,0.0,14.0,14.0,123,-55.701550253296546,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,52.0,52.0,53.0,53.0,0.0,0.0,,0.0,0.0,0.0,0.0,14.0,14.0,,,,,,,110000111,111111111,173.6,110.0,200.0,177.8,8,9,1.0,461.4,764.02,-41.79,False
15,JBL,Electronic Manufacturing Services,688.9,96.8,1.5,2.5,7.3,18.6,36.1,50.0,118.4,234.2,415.1,688.9,662.0,-28.8,1.1,357.5,52.9,831.9,28.0,28.0,31.0,31.0,0.0,0.0,15.0,15.0,-5,0.5234213430990238,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,28.0,28.0,31.0,31.0,0.0,0.0,,0.0,0.0,0.0,0.0,15.0,15.0,,,,,,,111111111,111111111,218.0,110.0,200.0,133.3,6,9,1.0,461.3,428.9322,-12.66,False
16,PANW,Cybersecurity Software,381.1,98.1,3.7,3.6,30.2,55.1,54.1,44.6,44.5,91.3,200.2,381.1,389.3,-34.6,1.2,213.0,51.4,524.0,59.0,59.0,62.0,62.0,0.0,0.0,16.0,16.0,5,-11.343799571951564,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,59.0,59.0,62.0,62.0,0.0,0.0,,0.0,0.0,0.0,0.0,16.0,16.0,,,,,,,111111111,111111111,218.0,110.0,200.0,133.3,6,9,1.0,461.3,302.95,-3.25,False
17,BTC-USD,Cryptocurrency,1441.6,41.0,-3.6,-5.5,-19.5,-20.8,-27.5,-43.5,-34.2,-15.0,64.1,1441.6,3326.6,-9.6,1.3,5864.3,3204.7,1584.6,12.0,12.0,12.0,12.0,0.0,0.0,17.0,17.0,105,505.3266086759145,STRONG_DOWN,MID_RANGE,NEUTRAL,S5_TRASH,,,,,12.0,12.0,12.0,12.0,0.0,0.0,,0.0,0.0,0.0,0.0,17.0,17.0,,,,,,,000000011,111110111,129.1,150.0,177.8,177.8,8,9,1.0,456.9,116273.3125,-48.83,False
18,DELL,Computer Hardware & Services,1043.7,86.3,0.3,1.8,41.9,95.6,150.8,173.9,276.0,469.9,705.4,1043.7,1206.8,-23.7,1.7,322.4,66.5,1174.7,17.0,17.0,16.0,16.0,0.0,0.0,18.0,18.0,-2,-3.5558422183466405,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,17.0,17.0,16.0,16.0,0.0,0.0,,0.0,0.0,0.0,0.0,18.0,18.0,,,,,,,111111111,-01111111,204.5,150.0,175.0,100.0,4,8,1.0,454.5,469.47,-12.78,False
19,000660.KS,Memory,3531.9,100.0,0.0,7.3,75.6,133.0,217.5,530.1,1337.2,1926.8,2313.2,3531.9,3531.1,-22.7,1.2,687.0,43.1,3674.9,1.0,1.0,1.0,1.0,0.0,0.0,19.0,19.0,0,0.0,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,19.0,19.0,,,,,,,111111111,101-00111,179.5,218.0,111.1,44.4,2,9,1.0,441.9,2987000.0,-2.34,False
20,MPWR,Semiconductors,560.6,80.8,-9.4,-6.2,-7.4,5.1,20.0,39.5,70.3,104.3,210.9,560.6,693.2,-5.3,1.3,422.2,96.4,703.5,45.0,45.0,46.0,46.0,0.0,0.0,20.0,20.0,-12,12.519586462101373,STRONG_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,45.0,45.0,46.0,46.0,0.0,0.0,,0.0,0.0,0.0,0.0,20.0,20.0,,,,,,,001111111,111111111,195.8,110.0,200.0,133.3,6,9,1.0,439.1,1714.0898,-16.09,False
21,URI,Equipment Rental,387.7,100.0,3.6,7.6,17.8,27.1,30.8,25.6,39.7,87.9,204.8,387.7,387.6,-36.0,1.3,255.4,55.8,530.6,56.0,56.0,58.0,58.0,0.0,0.0,21.0,21.0,13,-6.791616748205861,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,56.0,56.0,58.0,58.0,0.0,0.0,,0.0,0.0,0.0,0.0,21.0,21.0,,,,,,,111111111,100111111,195.8,110.0,155.6,133.3,6,9,1.0,439.1,1143.6899,-0.37,True
22,AMAT,Semiconductor Equipment & Materials,901.4,100.0,0.0,10.0,59.3,67.0,96.5,165.9,222.7,294.4,468.5,901.4,900.9,-21.2,1.6,244.9,35.7,1044.3,19.0,19.0,19.0,19.0,0.0,0.0,22.0,22.0,-7,-2.9413309885640544,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,19.0,19.0,19.0,19.0,0.0,0.0,,0.0,0.0,0.0,0.0,22.0,22.0,,,,,,,111111111,011111011,195.8,150.0,155.6,88.9,4,9,1.0,434.7,669.22,-0.18,True
23,SNDK,Data Storage Devices,2918.3,100.0,0.0,8.7,65.1,153.8,398.6,2050.6,,,,2918.3,2887.5,-4.5,1.5,533.8,27.0,2932.8,4.0,4.0,4.0,4.0,0.0,0.0,23.0,23.0,35,-1.5620531016946657,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,4.0,4.0,4.0,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,23.0,23.0,,,,,,,11111---1,--------1,207.0,190.0,200.0,33.3,1,1,0.167,430.3,2354.3899,-0.82,False
24,MU,Semiconductors,2261.8,85.6,-14.4,-5.7,47.8,103.8,164.1,412.3,838.5,1085.8,1320.6,2261.8,2645.9,-25.2,1.4,581.7,47.7,2404.7,7.0,7.0,7.0,7.0,0.0,0.0,24.0,24.0,-2,10.247549424636624,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,7.0,7.0,7.0,7.0,0.0,0.0,,0.0,0.0,0.0,0.0,24.0,24.0,1182440440827.04,1182.44,11.0,cap100,equity,data_raw,011111111,111100011,173.60000000000002,190.0,133.3,66.7,3,9,1.0,430.3,1213.5601,-13.6,False
25,CAT,Construction Machinery,638.6,100.0,0.0,9.0,21.0,27.4,45.6,85.1,161.6,247.3,369.6,638.6,637.4,-5.5,1.2,259.7,35.2,781.6,35.0,35.0,37.0,37.0,0.0,0.0,25.0,25.0,-13,0.6000000000000014,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,35.0,35.0,37.0,37.0,0.0,0.0,,0.0,0.0,0.0,0.0,25.0,25.0,,,,,,,111111111,110111111,206.9,110.0,177.8,111.1,5,9,1.0,428.0,1057.0699,-0.01,True
26,SMH,Unknown,672.4,94.1,-5.9,-1.7,15.4,32.7,46.3,72.0,139.8,221.9,338.0,672.4,714.6,-5.3,1.2,324.8,55.4,815.4,31.0,31.0,34.0,34.0,0.0,0.0,26.0,26.0,-19,0.13833316058891398,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,31.0,31.0,34.0,34.0,0.0,0.0,,0.0,0.0,0.0,0.0,26.0,26.0,,,,,,,011111111,111111111,206.9,110.0,200.0,111.1,5,9,1.0,428.0,671.83,-5.2,False
27,WSM,Specialty Retail,416.7,99.9,8.8,7.6,26.6,21.7,22.3,21.7,65.8,119.4,222.9,416.7,417.3,-40.6,1.2,297.8,62.5,559.7,55.0,55.0,56.0,56.0,0.0,0.0,27.0,27.0,-14,-16.29528983445256,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,55.0,55.0,56.0,56.0,0.0,0.0,,0.0,0.0,0.0,0.0,27.0,27.0,,,,,,,111111111,011111111,206.9,110.0,177.8,111.1,5,9,1.0,428.0,244.575,-1.85,False
28,TT,Building Products,274.6,93.4,8.3,6.0,9.1,6.7,11.2,6.8,28.6,70.0,123.2,274.6,294.6,-7.0,1.2,242.0,56.7,417.5,71.0,71.0,73.0,73.0,0.0,0.0,28.0,28.0,13,-20.332896707469075,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,71.0,71.0,73.0,73.0,0.0,0.0,,0.0,0.0,0.0,0.0,28.0,28.0,,,,,,,111111111,111111111,218.0,70.0,200.0,133.3,6,9,1.0,421.3,505.87,-0.48,True
29,STX,Data Storage,2065.5,93.3,-6.7,-2.4,26.7,81.9,144.3,307.2,845.0,1053.1,1355.1,2065.5,2215.0,-36.7,1.2,540.0,36.5,2208.5,8.0,8.0,8.0,8.0,0.0,0.0,29.0,29.0,-18,7.600000000000001,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,8.0,8.0,8.0,8.0,0.0,0.0,,0.0,0.0,0.0,0.0,29.0,29.0,,,,,,,011111111,100101011,162.5,190.0,111.1,66.7,3,9,1.0,419.2,1145.0,-10.45,False
30,TSM,Semiconductors,602.2,91.1,-8.9,-4.1,5.2,8.7,20.0,41.5,138.3,201.9,295.0,602.2,662.0,-6.0,1.1,388.9,65.9,745.2,39.0,39.0,40.0,40.0,0.0,0.0,30.0,30.0,-5,5.582424232182724,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,39.0,39.0,40.0,40.0,0.0,0.0,,0.0,0.0,0.0,0.0,30.0,30.0,,,,,,,011111111,111110111,195.8,110.0,177.8,111.1,5,9,1.0,416.9,476.31,-8.68,False
31,QUBT,Quantum Computing,791.3,10.0,-2.0,-13.7,-13.4,-0.3,-7.7,-30.8,442.1,335.6,239.6,791.3,9187.6,-139.9,1.6,12327.9,7335.8,934.2,22.0,22.0,24.0,24.0,0.0,0.0,31.0,31.0,23,2335.8,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,22.0,22.0,24.0,24.0,0.0,0.0,,0.0,0.0,0.0,0.0,31.0,31.0,,,,,,,000001111,111000111,129.1,150.0,133.3,133.3,6,9,1.0,412.4,19.11,-52.43,False
32,QBTS,Quantum Computing,720.0,40.9,-5.5,-9.5,-8.4,10.1,1.1,0.8,884.2,790.5,,720.0,1840.5,-110.7,1.5,1707.5,416.3,781.8,34.0,34.0,28.0,28.0,0.0,0.0,32.0,32.0,11,74.44644566341503,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,34.0,34.0,28.0,28.0,0.0,0.0,,0.0,0.0,0.0,0.0,32.0,32.0,,,,,,,0011111-1,-----0111,162.0,150.0,150.0,100.0,3,4,0.667,412.0,39.68,-44.78,False
33,^IRX,Government Bonds,2725.2,48.6,0.4,2.4,2.9,-2.1,-3.5,-13.4,-52.3,1711.0,3910.1,2725.2,5789.1,-166.0,1.2,6380.5,3776.2,2868.1,5.0,5.0,5.0,5.0,0.0,0.0,33.0,33.0,55,-139.30000000000018,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,5.0,5.0,5.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,33.0,33.0,,,,,,,110000111,110011100,129.2,190.0,111.1,88.9,4,9,1.0,408.1,3.84,-4.17,False
34,ASML,Semi-Conductors,499.1,94.1,-5.9,-2.8,21.6,21.5,33.5,68.8,87.7,100.0,174.3,499.1,529.2,-5.8,1.6,238.6,42.6,642.1,48.0,48.0,49.0,49.0,0.0,0.0,34.0,34.0,-5,-1.516105570419846,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,48.0,48.0,49.0,49.0,0.0,0.0,,0.0,0.0,0.0,0.0,34.0,34.0,,,,,,,011111111,111110011,184.7,110.0,155.6,111.1,5,9,1.0,405.8,1958.0,-5.97,False
35,EME,Construction & Engineering,641.4,88.4,4.0,4.9,0.2,3.5,13.5,21.6,102.5,264.3,437.0,641.4,717.4,-42.2,1.2,509.2,100.1,784.4,33.0,33.0,36.0,36.0,0.0,0.0,35.0,35.0,-16,-11.910909509344421,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL,,,,,33.0,33.0,36.0,36.0,0.0,0.0,,0.0,0.0,0.0,0.0,35.0,35.0,,,,,,,111111111,000111111,184.7,110.0,133.3,111.1,5,9,1.0,405.8,951.95,-9.38,False
36,TER,Semiconductors,637.3,100.0,0.0,9.6,32.7,36.2,75.1,184.5,256.7,260.1,307.1,637.3,623.0,-50.5,2.1,142.8,10.0,780.2,36.0,36.0,38.0,38.0,0.0,0.0,36.0,36.0,8,-1.6731035731611552,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,36.0,36.0,38.0,38.0,0.0,0.0,,0.0,0.0,0.0,0.0,36.0,36.0,,,,,,,111111111,111100011,184.7,110.0,133.3,111.1,5,9,1.0,405.8,472.37,-0.09,True
37,MRVL,Semiconductors,824.7,86.7,-11.3,-7.6,49.9,122.2,166.3,213.5,251.0,294.1,408.8,824.7,862.2,-14.2,2.4,154.0,32.9,967.6,20.0,20.0,21.0,21.0,0.0,0.0,37.0,37.0,-13,-1.2293794685978199,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,20.0,20.0,21.0,21.0,0.0,0.0,,0.0,0.0,0.0,0.0,37.0,37.0,,,,,,,011111111,011110111,184.7,150.0,155.6,66.7,3,9,1.0,401.4,329.88,-14.74,False
38,RKLB,Aerospace & Defense,854.0,50.1,-18.4,-23.0,-15.3,-2.5,12.0,43.5,742.5,890.2,,854.0,1719.1,-77.2,1.3,1218.6,241.2,916.8,24.0,24.0,20.0,20.0,0.0,0.0,38.0,38.0,-2,110.16568464819528,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,24.0,24.0,20.0,20.0,0.0,0.0,,0.0,0.0,0.0,0.0,38.0,38.0,,,,,,,0001111-1,-----0111,149.5,150.0,150.0,100.0,3,4,0.667,399.5,150.9999,-46.56,False
39,APP,Software,760.0,50.0,-2.8,-3.3,-14.6,-7.7,-17.3,-17.6,364.0,767.5,,760.0,1542.2,-55.4,1.4,1829.6,622.7,818.3,30.0,30.0,27.0,27.0,0.0,0.0,39.0,39.0,12,152.06490361586714,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,30.0,30.0,27.0,27.0,0.0,0.0,,0.0,0.0,0.0,0.0,39.0,39.0,,,,,,,0000011-1,------111,148.5,150.0,200.0,100.0,3,3,0.5,398.5,738.01,-39.58,False
40,IONQ,Quantum Computing,306.2,46.9,-7.0,-8.8,-8.2,19.5,14.6,5.3,167.7,312.4,,306.2,660.4,-66.8,1.4,575.1,185.0,367.2,79.0,79.0,67.0,67.0,0.0,0.0,40.0,40.0,8,42.9418272476189,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,79.0,79.0,67.0,67.0,0.0,0.0,,0.0,0.0,0.0,0.0,40.0,40.0,,,,,,,0011111-1,-----1111,187.0,110.0,200.0,100.0,3,4,0.667,397.0,73.6452,-31.35,False
41,SOXX,Semiconductor,564.7,94.3,-5.7,-0.4,22.3,46.9,66.3,99.1,146.6,196.4,281.6,564.7,597.7,-6.2,1.3,201.4,32.5,707.7,43.0,43.0,44.0,44.0,0.0,0.0,41.0,41.0,-21,-1.5621421916206941,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,43.0,43.0,44.0,44.0,0.0,0.0,,0.0,0.0,0.0,0.0,41.0,41.0,,,,,,,011111111,111111011,195.8,110.0,177.8,88.9,4,9,1.0,394.7,655.94,-4.69,False
42,TPL,Homebuilding,432.0,47.3,7.2,11.9,-1.2,-14.4,1.0,2.1,15.6,29.4,121.3,432.0,919.6,-5.5,1.4,967.8,488.1,575.0,53.0,53.0,55.0,55.0,0.0,0.0,42.0,42.0,97,-132.18726254353078,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING,,,,,53.0,53.0,55.0,55.0,0.0,0.0,,0.0,0.0,0.0,0.0,42.0,42.0,,,,,,,100111111,110111101,173.6,110.0,155.6,111.1,5,9,1.0,394.7,547.2,-28.54,False
43,TRGP,Oil & Gas Midstream,538.1,98.1,7.3,7.6,7.1,5.7,20.5,37.2,84.6,182.1,480.4,538.1,551.7,-93.5,1.2,355.6,71.1,681.0,46.0,46.0,47.0,47.0,0.0,0.0,43.0,43.0,-5,-12.009202352798368,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,46.0,46.0,47.0,47.0,0.0,0.0,,0.0,0.0,0.0,0.0,43.0,43.0,,,,,,,111111111,000011111,173.6,110.0,111.1,111.1,5,9,1.0,394.7,280.0,-2.34,False
44,APH,Electronic Components,377.4,92.4,2.4,2.5,15.2,13.5,12.5,23.7,108.4,173.0,246.2,377.4,384.6,-16.3,1.2,240.4,34.0,520.3,60.0,60.0,63.0,63.0,0.0,0.0,44.0,44.0,-21,-6.7517445932990015,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,60.0,60.0,63.0,63.0,0.0,0.0,,0.0,0.0,0.0,0.0,44.0,44.0,,,,,,,111111111,11-111111,217.0,110.0,177.8,66.7,3,9,1.0,393.7,168.7,-2.1,False
45,CIEN,Communications Equipment,999.4,74.9,10.5,15.0,-11.6,3.3,47.4,190.8,553.0,620.1,678.4,999.4,1355.9,-63.2,1.3,489.4,30.8,1142.3,18.0,18.0,18.0,18.0,0.0,0.0,45.0,45.0,7,-5.86466534288606,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,18.0,18.0,18.0,18.0,0.0,0.0,,0.0,0.0,0.0,0.0,45.0,45.0,,,,,,,101111111,111100011,173.60000000000002,150.0,133.3,66.7,3,9,1.0,390.3,637.51,-23.97,False
