Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Average_Rank,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State,DER_cap_monthly,DER_capped,F_trend,DER_capped_trend,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Recent_Momentum_Rank,Recent_Weakness_Penalty,Coverage_Penalty,State_Adjustment,Durability_Adjustment,Average_Rank,Average_Rank,Market_Cap,Market_Cap_B,Market_Cap_Rank,Market_Cap_Bucket,Market_Cap_Asset_Type,Market_Cap_Source,High_52W,Pct_From_52W_High,At_52W_High
11,DELL,Computer Hardware & Services,756.4,100.0,0.0,59.0,97.5,106.8,125.5,134.0,195.6,332.8,507.9,756.4,751.3,-23.7,1.5,227.8,46.2,894.8,30.0,30.0,30.0,30.0,5.0,5.0,56.05,56.05,14,44.62926178403984,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,30.0,30.0,30.0,30.0,5.0,5.0,11.0,0.0,0.0,-6.0,0.0,56.05,56.05,,,,,,,327.73,-3.26,False
12,LLY,Pharmaceuticals,570.0,94.0,6.7,7.5,3.1,3.5,13.4,7.8,18.9,107.0,262.4,570.0,607.2,-21.4,1.2,476.8,118.67066995497441,720.7,39.0,39.0,40.0,40.0,0.0,0.0,58.35,58.35,35,111.43848111738693,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,39.0,39.0,40.0,40.0,0.0,0.0,124.0,0.0,0.0,-6.0,0.0,58.35,58.35,,,,,,,1149.1,-1.94,False
13,LRCX,Semiconductor Equipment,1129.8,98.1,-1.9,23.6,25.1,51.7,128.3,192.4,224.1,311.0,485.1,1129.8,1139.1,-7.6,1.3,453.2,58.349607415521305,1280.5,18.0,18.0,18.0,18.0,11.44,11.44,58.79,58.79,5,57.13117088948559,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,18.0,18.0,18.0,18.0,11.44,11.44,23.0,0.0,0.0,0.0,0.0,58.79,58.79,,,,,,,333.33,-4.6,False
14,FIX,Engineering & Construction,2832.0,90.2,1.4,4.6,20.6,47.6,118.0,243.5,426.1,970.5,1791.6,2832.0,3095.3,-40.0,1.1,1424.8,201.47030201614328,2982.7,2.0,2.0,2.0,2.0,8.89,8.89,60.14,60.14,-6,201.30687355498526,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,2.0,2.0,2.0,2.0,8.89,8.89,29.0,0.0,0.0,25.0,0.0,60.14,60.14,,,,,,,2073.9883,-10.55,False
15,JBL,Electronic Manufacturing Services,660.3,94.0,-2.6,10.0,22.8,36.5,50.7,99.5,114.6,226.9,403.7,660.3,653.4,-28.8,1.1,342.8,53.86647876693923,811.0,34.0,34.0,34.0,34.0,0.0,0.0,61.35,61.35,4,53.241619060093,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,34.0,34.0,34.0,34.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,61.35,61.35,,,,,,,381.94,-4.79,False
16,AVGO,Semiconductors,1290.2,96.3,3.1,8.7,15.1,11.0,24.2,72.5,145.7,352.3,645.7,1290.2,1338.0,-16.4,1.2,959.8,162.61868386947222,1440.9,13.0,13.0,13.0,13.0,0.0,0.0,67.45,67.45,-12,85.5392555829365,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,13.0,13.0,13.0,13.0,0.0,0.0,80.0,0.0,0.0,25.0,0.0,67.45,67.45,,,,,,,442.36,-3.57,False
17,MU,Semiconductors,1972.4,99.3,6.8,100.6,107.1,173.7,428.9,602.6,754.9,949.1,1160.3,1972.4,1984.8,-25.2,1.5,380.4,29.134140126624416,2123.1,7.0,7.0,7.0,7.0,27.33,27.33,68.73,68.73,13,29.066618673559788,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,7.0,7.0,7.0,7.0,27.33,27.33,1.0,0.0,0.0,-6.0,0.0,68.73,68.73,,,,,,,956.16,-3.41,False
18,ANET,Networking Equipment,739.0,82.2,0.6,-2.8,0.3,0.9,9.8,23.2,57.4,178.0,351.3,739.0,904.1,-19.6,1.3,727.0,181.55757940240437,889.7,31.0,31.0,31.0,31.0,9.97,9.97,70.62,70.62,23,-580.9423854713718,EARLY_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,31.0,31.0,31.0,31.0,9.97,9.97,152.0,0.0,0.0,0.0,0.0,70.62,70.62,,,,,,,179.79,-13.64,False
19,VRT,Electrical Equipment & Parts,1445.6,81.9,-4.0,-1.6,17.5,38.4,82.9,137.4,343.3,923.4,1292.8,1445.6,1741.3,-60.9,1.3,897.6,178.3500347747565,1550.2,11.0,11.0,11.0,11.0,12.07,12.07,72.72,72.72,-13,109.06361346067875,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,11.0,11.0,11.0,11.0,12.07,12.07,46.0,0.0,0.0,25.0,0.0,72.72,72.72,,,,,,,379.93,-17.31,False
20,TSM,Semiconductors,580.6,100.0,5.7,5.6,8.7,19.0,43.7,77.8,137.4,192.6,288.6,580.6,580.7,-6.0,1.2,331.9,50.1,731.3,38.0,38.0,39.0,39.0,11.44,11.44,73.09,73.09,17,-1.0805013694668304,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,38.0,38.0,39.0,39.0,11.44,11.44,73.0,0.0,0.0,-6.0,0.0,73.09,73.09,,,,,,,430.55,-1.32,False
21,IONQ,Quantum Computing,490.2,71.9,8.0,92.0,80.8,58.3,56.2,244.1,310.7,497.3,,490.2,660.4,-66.8,1.4,365.0,79.28043567985755,556.5,53.0,53.0,45.0,45.0,10.0,10.0,73.8,73.8,27,79.27970433774013,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,53.0,53.0,45.0,45.0,10.0,10.0,19.0,0.0,11.0,-6.0,0.0,73.8,73.8,,,,,,,84.64,-17.13,False
22,SMH,Unknown,617.5,99.3,-0.3,25.3,32.0,42.5,69.8,93.3,128.1,200.7,311.9,617.5,622.2,-5.3,1.2,280.6,47.08818353227511,768.2,36.0,36.0,36.0,36.0,0.0,0.0,74.25,74.25,0,0.0,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,36.0,36.0,36.0,36.0,0.0,0.0,35.0,0.0,0.0,12.0,0.0,74.25,74.25,,,,,,,612.3,-2.04,False
23,QBTS,Quantum Computing,1036.1,57.0,0.0,69.6,54.0,30.5,58.2,834.9,1392.9,1115.7,,1036.1,1840.5,-110.7,1.5,1156.2,203.2,1103.4,24.0,24.0,23.0,23.0,27.0,27.0,74.5,74.5,60,199.5060634673239,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,24.0,24.0,23.0,23.0,27.0,27.0,30.0,0.0,11.0,0.0,0.0,74.5,74.5,,,,,,,46.75,-36.92,False
24,PWR,Construction & Engineering,1059.1,91.0,0.7,4.4,18.3,33.9,52.6,86.9,122.8,240.3,576.3,1059.1,1124.7,-22.8,1.1,618.1,118.54779792160704,1209.8,19.0,19.0,21.0,21.0,8.89,8.89,78.44,78.44,-14,108.77307215806957,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,19.0,19.0,21.0,21.0,8.89,8.89,56.0,0.0,0.0,25.0,0.0,78.44,78.44,,,,,,,788.72,-7.43,False
25,ASTS,Satellite Communications,1364.7,100.0,19.1,63.1,48.7,66.2,148.5,566.6,1417.7,1474.5,,1364.7,1328.4,-128.2,1.3,553.6,55.0,1449.7,12.0,12.0,12.0,12.0,30.5,30.5,78.6,78.6,-12,-532.8756502071255,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,12.0,12.0,12.0,12.0,30.5,30.5,16.0,0.0,11.0,-6.0,0.0,78.6,78.6,,,,,,,133.8599,-0.58,False
26,SOXX,Semiconductor,490.1,99.6,-0.4,35.2,44.4,58.9,91.0,108.0,123.9,164.3,241.7,490.1,490.8,-6.2,1.4,166.0,27.69299822654404,640.8,45.0,45.0,46.0,46.0,11.44,11.44,78.84,78.84,0,0.0,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,45.0,45.0,46.0,46.0,11.44,11.44,21.0,0.0,0.0,-6.0,0.0,78.84,78.84,,,,,,,584.5,-2.57,False
27,AMAT,Semiconductor Equipment & Materials,525.0,98.1,2.0,11.5,16.1,39.6,85.6,97.7,107.9,145.2,259.4,525.0,535.4,-21.2,1.6,216.0,36.899388579847674,675.7,41.0,41.0,42.0,42.0,15.89,15.89,79.14,79.14,18,36.89449646100308,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,41.0,41.0,42.0,42.0,15.89,15.89,40.0,0.0,0.0,-6.0,0.0,79.14,79.14,,,,,,,462.4,-2.75,False
28,URI,Equipment Rental,299.9,84.2,6.2,9.9,11.4,10.4,6.2,5.1,15.3,53.2,153.3,299.9,362.9,-36.0,1.3,294.6,85.53165196918457,450.6,64.0,64.0,65.0,65.0,8.89,8.89,81.54,81.54,-8,-43.79009905233653,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,64.0,64.0,65.0,65.0,8.89,8.89,103.0,0.0,0.0,-6.0,0.0,81.54,81.54,,,,,,,1021.47,-3.24,False
29,WSM,Specialty Retail,318.0,78.4,7.3,4.9,-1.6,0.4,-0.3,2.8,38.6,76.8,166.5,318.0,417.3,-40.6,1.2,381.6,111.20857977179094,468.7,60.0,60.0,61.0,61.0,5.83,5.83,83.93,83.93,107,-63.36386648620601,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,60.0,60.0,61.0,61.0,5.83,5.83,166.0,0.0,0.0,-4.0,0.0,83.93,83.93,,,,,,,222.0,-7.39,False
30,AAPL,Consumer Electronics,263.2,100.0,0.1,6.9,8.4,6.0,12.7,9.6,6.7,12.9,60.9,263.2,263.4,-12.6,1.2,197.7,44.3,413.9,66.0,66.0,67.0,67.0,0.0,0.0,84.4,84.4,-23,4.798984585541142,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,66.0,66.0,67.0,67.0,0.0,0.0,110.0,0.0,0.0,12.0,-18.0,84.4,84.4,,,,,,,313.26,-0.24,True
31,STX,Data Storage,1747.2,100.0,3.0,54.6,80.5,140.3,311.3,554.9,742.7,893.4,1157.6,1747.2,1746.3,-36.7,1.3,395.0,25.5,1897.9,9.0,9.0,9.0,9.0,24.78,24.78,85.78,85.78,-5,22.041287692689853,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,9.0,9.0,9.0,9.0,24.78,24.78,1.0,0.0,0.0,12.0,0.0,85.78,85.78,,,,,,,905.39,-2.72,False
32,FTNT,Cybersecurity Software,451.1,94.8,-5.2,45.1,48.7,47.7,32.4,32.1,30.9,32.7,117.5,451.1,477.4,-20.2,1.4,317.8,77.97820545804986,601.8,50.0,50.0,51.0,51.0,11.44,11.44,86.49,86.49,-27,-227.2315722106036,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,50.0,50.0,51.0,51.0,11.44,11.44,33.0,0.0,0.0,12.0,0.0,86.49,86.49,,,,,,,134.91,-3.86,False
33,PL,Aerospace & Defense,1024.4,100.0,0.0,43.3,71.5,147.8,455.8,1105.1,1291.9,1035.9,,1024.4,1005.8,-88.8,1.2,214.8,1.9,1087.9,25.0,25.0,24.0,24.0,12.5,12.5,87.9,87.9,-6,1.2552872039053296,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,25.0,25.0,24.0,24.0,12.5,12.5,7.0,0.0,11.0,-6.0,0.0,87.9,87.9,,,,,,,51.75,-0.68,False
34,PANW,Cybersecurity Software,301.8,97.4,-2.6,41.4,45.6,34.8,24.2,19.2,22.0,61.3,152.8,301.8,311.2,-34.6,1.2,208.1,52.28733571836543,452.5,63.0,63.0,64.0,64.0,0.0,0.0,88.05,88.05,-31,-162.80869490342536,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,63.0,63.0,64.0,64.0,0.0,0.0,42.0,0.0,0.0,12.0,0.0,88.05,88.05,,,,,,,261.41,-1.39,False
35,MRVL,Semiconductors,532.3,97.3,-2.7,48.1,97.0,105.9,138.5,134.8,151.4,171.8,249.1,532.3,488.2,-14.2,2.3,105.4,24.893114021726817,683.0,40.0,40.0,41.0,41.0,15.89,15.89,88.29,88.29,7,24.63906254961008,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,40.0,40.0,41.0,41.0,15.89,15.89,8.0,0.0,0.0,0.0,0.0,88.29,88.29,,,,,,,218.2599,-6.15,False
36,CAT,Construction Machinery,494.7,92.6,0.6,0.7,9.2,24.3,62.0,88.9,116.9,182.4,282.5,494.7,533.7,-5.5,1.2,253.9,40.66614239381163,645.4,44.0,44.0,44.0,44.0,4.44,4.44,89.04,89.04,-7,40.635529440487986,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,44.0,44.0,44.0,44.0,4.44,4.44,64.0,0.0,0.0,12.0,0.0,89.04,89.04,,,,,,,931.35,-4.69,False
37,RKLB,Aerospace & Defense,1723.3,98.4,-1.6,96.8,93.4,122.0,208.3,918.1,1568.8,1779.5,,1723.3,1719.1,-77.2,1.3,563.4,51.696539973410374,1791.5,10.0,10.0,10.0,10.0,27.0,27.0,90.75,90.75,-25,8.231451061775516,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,10.0,10.0,10.0,10.0,27.0,27.0,1.0,0.0,11.0,12.0,0.0,90.75,90.75,,,,,,,150.9999,-1.97,False
38,HWM,Aerospace & Defense,733.3,93.2,1.1,-1.2,0.7,7.9,16.8,70.2,158.8,322.9,551.3,733.3,755.5,-54.6,1.1,555.1,87.24799415458232,866.8,32.0,32.0,32.0,32.0,5.4,5.4,94.5,94.5,-23,86.33422068335518,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,32.0,32.0,32.0,32.0,5.4,5.4,130.0,0.0,0.0,25.0,0.0,94.5,94.5,,,,,,,280.74,-7.43,False
39,CDNS,Electronic Design Automation Software,284.2,77.7,-0.7,11.6,13.6,10.3,1.9,-0.4,-9.0,9.0,55.1,284.2,367.1,-3.4,1.2,317.6,106.1488491699141,434.9,65.0,65.0,66.0,66.0,17.44,17.44,94.94,94.94,22,106.05406195573059,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,65.0,65.0,66.0,66.0,17.44,17.44,105.0,0.0,0.0,0.0,0.0,94.94,94.94,,,,,,,383.8,-2.59,False
40,APH,Electronic Components,306.8,75.4,13.4,-0.3,-4.0,-3.9,10.3,47.3,84.2,137.8,199.0,306.8,384.6,-16.3,1.2,275.4,51.745744957388865,457.5,62.0,62.0,63.0,63.0,5.75,5.75,95.25,95.25,78,51.716103872807565,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,62.0,62.0,63.0,63.0,5.75,5.75,168.0,0.0,0.0,-4.0,0.0,95.25,95.25,,,,,,,167.04,-11.59,False
41,IRM,Data Storage & Management,230.4,74.5,-0.5,2.7,10.3,20.0,15.7,6.3,17.6,52.5,140.7,230.4,320.0,-29.9,1.2,221.1,83.78818612381632,381.1,74.0,74.0,75.0,75.0,13.33,13.33,96.03,96.03,-3,77.74981838560416,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,74.0,74.0,75.0,75.0,13.33,13.33,88.0,0.0,0.0,0.0,0.0,96.03,96.03,,,,,,,134.09,-5.41,False
42,TRGP,Oil & Gas Midstream,503.2,92.7,-6.9,-4.9,3.2,21.2,30.4,36.0,77.0,175.0,454.4,503.2,551.7,-93.5,1.2,369.8,78.59683385975742,653.9,43.0,43.0,43.0,43.0,18.55,18.55,96.5,96.5,-33,12.896833859757422,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,43.0,43.0,43.0,43.0,18.55,18.55,84.0,0.0,0.0,12.0,0.0,96.5,96.5,,,,,,,280.0,-6.38,False
43,STLD,Steel,391.6,100.0,2.1,18.2,24.6,34.9,56.0,63.5,65.0,111.2,280.4,391.6,392.0,-47.6,1.3,176.3,32.8,542.3,55.0,55.0,56.0,56.0,24.78,24.78,98.53,98.53,7,20.916574669051236,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,55.0,55.0,56.0,56.0,24.78,24.78,48.0,0.0,0.0,-6.0,0.0,98.53,98.53,,,,,,,261.84,-0.42,True
44,CIEN,Communications Equipment,1221.6,93.8,-4.8,11.9,48.6,98.4,291.7,537.9,698.9,768.1,839.8,1221.6,1306.1,-63.2,1.3,330.6,12.860926765684006,1372.3,15.0,15.0,15.0,15.0,27.33,27.33,99.23,99.23,-4,12.860788494544986,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,15.0,15.0,15.0,15.0,27.33,27.33,15.0,0.0,0.0,12.0,0.0,99.23,99.23,,,,,,,605.61,-5.85,False
45,ASML,Semi-Conductors,400.9,96.7,-3.3,5.3,3.8,18.8,51.1,60.0,57.4,63.9,129.6,400.9,413.7,-5.8,1.7,210.6,39.37521518215558,551.6,54.0,54.0,55.0,55.0,22.89,22.89,102.39,102.39,18,39.374933666517244,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,54.0,54.0,55.0,55.0,22.89,22.89,72.0,0.0,0.0,0.0,0.0,102.39,102.39,,,,,,,1653.53,-2.89,False
46,EME,Construction & Engineering,625.2,86.3,-0.5,-7.1,0.4,10.4,21.6,46.0,103.5,261.9,431.1,625.2,717.4,-42.2,1.2,499.9,101.81147650306386,775.9,35.0,35.0,35.0,35.0,13.73,13.73,102.53,102.53,-13,101.51296809708768,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,35.0,35.0,35.0,35.0,13.73,13.73,123.0,0.0,0.0,25.0,0.0,102.53,102.53,,,,,,,951.95,-10.87,False
47,TER,Semiconductors,467.9,86.0,7.1,6.7,18.3,51.8,155.1,172.9,184.9,178.8,214.9,467.9,539.1,-50.5,2.3,133.6,13.174219242328181,618.5,48.0,48.0,50.0,50.0,27.33,27.33,108.43,108.43,17,12.37757020071211,EARLY_UP,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL,,,,,48.0,48.0,50.0,50.0,27.33,27.33,22.0,0.0,0.0,0.0,0.0,108.43,108.43,,,,,,,422.11,-9.35,False
48,MS,Investment Banking & Brokerage,207.7,100.0,0.0,4.9,6.2,8.4,18.6,38.3,56.7,68.0,131.2,207.7,208.0,-20.8,1.1,132.4,19.1,358.4,81.0,81.0,83.0,83.0,8.89,8.89,108.94,108.94,5,2.992364609723033,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,81.0,81.0,83.0,83.0,8.89,8.89,102.0,0.0,0.0,-6.0,0.0,108.94,108.94,,,,,,,204.38,-0.29,True
49,SNDK,Data Storage Devices,2140.9,100.0,5.8,77.6,119.8,348.6,1783.0,,,,,2140.9,2113.0,-4.5,1.5,407.8,407.8,2159.7,6.0,6.0,6.0,6.0,17.5,17.5,111.85,111.85,10,370.5802414687614,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,6.0,6.0,6.0,6.0,17.5,17.5,1.0,0.0,60.0,12.0,0.0,111.85,111.85,,,,,,,1697.96,-3.32,False
50,FSLR,Solar Energy,159.5,65.8,18.2,37.7,36.2,22.4,37.5,31.0,21.9,55.4,106.3,159.5,269.7,-51.3,1.6,88.4,44.44676294535306,310.2,99.0,99.0,103.0,103.0,20.33,20.33,114.93,114.93,23,-68.15323705464694,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,99.0,99.0,103.0,103.0,20.33,20.33,49.0,0.0,0.0,-6.0,0.0,114.93,114.93,,,,,,,310.42,-2.27,False
51,WDC,Data Storage Devices,1013.7,100.0,7.1,40.7,66.2,131.3,386.0,648.6,875.3,1029.8,1076.1,1013.7,1014.2,-100.9,1.6,166.5,-6.0,1164.4,21.0,21.0,25.0,25.0,45.11,45.11,115.21,115.21,18,-0.035874738053615296,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,,21.0,21.0,25.0,25.0,45.11,45.11,9.0,0.0,0.0,-6.0,0.0,115.21,115.21,,,,,,,553.5,-4.03,False
52,TPL,Homebuilding,445.6,48.7,-0.5,-18.0,-15.7,1.9,-2.2,-4.2,17.1,30.5,126.7,445.6,919.6,-5.5,1.4,970.8,456.26229996741785,596.3,51.0,51.0,52.0,52.0,28.34,28.34,115.69,115.69,19,-86.67278642026582,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,51.0,51.0,52.0,52.0,28.34,28.34,294.0,4.0,0.0,0.0,0.0,115.69,115.69,,,,,,,547.2,-26.66,False
