Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Expected_Return_Rank,Dynamic_Expected_Return_Rank,Period_Penalty,Alpha_Penalty,Penalty_Raw,Penalty,Penalty_N,Penalty_Rank,IsCrypto,Penalty_N2,Average_Rank
11,UNI-USD,Unknown,7191.5,2.4,0.0,4.0,-11.3,12.8,-42.1,244.7,28621.6,26219.5,7191.5,7191.5,306014.5,-128.8,1.5,404401.8,427822.4,7223.5,1.0,1.0,1.0,1.0,,,,56,,,,,57.0
12,BNB-USD,Unknown,2011.2,63.0,1.1,-6.0,-14.5,30.6,5.3,49.8,35.3,595.9,2099.7,2011.2,3201.2,-18.9,1.3,2598.0,902.1,2084.1,3.0,3.0,11.0,14.0,,,,48,,,,,57.0
13,ENPH,Technology,176.6,5.4,0.0,11.6,-12.5,-26.9,-76.7,-112.5,-145.1,-118.3,0.3,176.6,4450.0,-68.0,1.8,14797.9,29799.8,268.0,20.0,21.0,3.0,2.0,,,,50,,,,,59.6
14,DOGE-USD,Unknown,2604.3,23.3,3.2,-6.9,-47.8,-36.0,-83.8,-18.7,-13.6,692.2,2608.3,2604.3,11277.4,-37.4,1.7,19715.6,12520.2,2677.2,2.0,2.0,2.0,3.0,,,,60,,,,,62.4
15,AMD,Technology,244.3,54.2,0.0,-3.1,28.4,22.9,20.7,-23.5,9.6,-40.9,15.8,244.3,461.9,-13.4,1.5,382.3,184.1,335.7,14.0,15.0,19.0,25.0,,,,43,,,,,62.6
16,AAPL,Technology,157.8,64.9,0.4,-4.5,3.5,4.9,-21.8,-18.3,-20.5,-28.4,90.6,157.8,249.7,-12.4,1.2,250.9,98.9,249.2,23.0,23.0,22.0,31.0,,,,39,,,,,65.0
17,PANW,Technology,17.5,33.4,-3.7,-6.1,-21.8,-25.3,-27.8,-42.5,1.8,-1.0,21.0,17.5,149.3,-48.7,1.2,230.9,134.8,108.5,44.0,45.0,24.0,28.0,,,,32,,,,,65.8
18,MSTR,Technology,328.1,29.6,-0.5,-17.1,-40.2,-47.5,-56.6,89.9,548.7,162.5,482.2,328.1,1238.4,-55.1,1.4,1875.8,554.8,419.1,12.0,12.0,13.0,17.0,,,,54,,,,,68.2
19,KLAC,Technology,82.8,100.0,0.1,6.4,4.6,14.2,53.3,30.7,23.3,24.7,80.7,82.8,82.8,-15.2,1.5,39.2,6.9,173.8,29.0,30.0,41.0,55.0,,,,30,,,,,72.0
20,CAT,Industrials,66.0,81.5,-2.2,0.3,17.1,29.8,24.9,4.2,7.7,55.8,22.0,66.0,88.2,-32.0,1.4,43.4,11.9,157.4,35.0,37.0,39.0,52.0,,,,30,,,,,73.0
21,SOL-USD,Unknown,693.7,24.7,1.6,-10.0,-47.0,-30.1,-76.1,-80.3,166.6,493.3,693.7,693.7,2921.0,-37.0,1.5,5426.9,4363.8,759.9,6.0,6.0,7.0,7.0,,,,67,,,,,73.6
22,GS,Financial Services,78.5,100.0,0.8,11.4,14.9,11.0,30.0,29.0,39.4,85.5,125.6,78.5,78.5,-41.0,1.2,30.6,3.5,169.5,30.0,31.0,42.0,61.0,,,,30,,,,,75.0
23,TMDX,Healthcare,128.7,62.2,-3.1,-14.3,1.7,-14.4,31.4,27.5,6.9,107.9,128.7,128.7,250.8,-71.8,1.4,213.6,56.4,199.4,26.0,26.0,26.0,35.0,,,,48,,,,,77.6
24,LRCX,Technology,153.5,100.0,0.0,16.3,12.7,49.0,96.8,41.7,72.6,21.6,152.5,153.5,153.5,-14.7,1.8,52.0,11.0,244.5,24.0,24.0,38.0,53.0,,,,40,,,,,78.4
25,MKR-USD,Unknown,229.2,21.1,-0.4,-19.6,-25.3,-42.4,-53.1,-53.0,47.0,48.8,167.4,229.2,1279.9,-52.2,1.2,1881.1,1596.6,302.1,16.0,16.0,12.0,10.0,,,,67,,,,,79.8
26,LINK-USD,Unknown,430.3,10.9,0.5,-5.5,-46.2,-34.0,-85.6,-98.9,-85.1,-99.2,255.8,430.3,4327.3,-44.9,1.7,9179.8,9765.9,503.6,9.0,9.0,4.0,4.0,,,,75,,,,,81.0
27,WMT,Consumer Defensive,60.4,87.2,2.6,-0.4,5.3,2.6,7.4,50.3,28.6,63.7,8.9,60.4,74.8,-37.6,1.2,39.3,4.2,151.8,37.0,38.0,40.0,58.0,,,,35,,,,,81.2
28,AVAV,Industrials,95.2,55.2,-8.2,-15.1,-8.4,-4.2,31.6,31.6,27.3,14.1,-44.7,95.2,211.1,-47.6,1.6,125.8,35.7,186.6,27.0,29.0,33.0,46.0,,,,46,,,,,82.2
29,RKLB,Industrials,415.3,96.3,-2.8,78.7,38.1,73.5,73.4,420.5,696.9,419.1,415.3,415.3,433.1,-43.3,1.7,116.5,5.7,461.9,11.0,10.0,34.0,57.0,,,,50,,,,,83.8
30,ADA-USD,Unknown,142.3,8.5,-0.3,-17.6,-60.9,-54.3,-90.6,-100.2,-77.9,-33.9,135.2,142.3,2088.7,-39.0,1.7,6865.3,6134.5,215.6,25.0,25.0,6.0,6.0,,,,75,,,,,88.6
31,LUNR,Industrials,282.3,47.5,-0.8,74.5,46.5,54.9,22.1,712.0,205.0,282.3,282.3,282.3,640.8,-42.0,1.8,181.4,39.0,315.5,15.0,13.0,30.0,43.0,,,,60,,,,,88.8
32,PWR,Industrials,66.6,73.9,-4.4,-7.2,-1.2,-0.4,-4.1,-5.6,-15.5,60.6,99.4,66.6,104.2,-39.8,1.2,91.5,28.3,158.0,34.0,36.0,35.0,47.0,,,,50,,,,,89.8
33,GOOG,Communication Services,72.2,89.2,0.1,-0.9,21.3,56.5,22.6,47.7,60.9,35.6,62.5,72.2,83.5,-21.0,1.8,17.2,3.6,163.6,33.0,34.0,45.0,60.0,,,,45,,,,,91.4
34,IONQ,Technology,224.0,59.5,-6.2,-1.7,-20.4,-4.0,-25.1,66.6,295.5,224.0,224.0,224.0,395.0,-27.2,1.9,209.5,49.4,269.3,19.0,17.0,27.0,37.0,,,,64,,,,,91.4
35,ASML,Technology,5.0,30.7,10.1,4.4,4.1,24.3,12.4,-18.5,-33.7,-36.3,12.8,5.0,131.4,-51.1,2.4,19.8,57.5,96.0,47.0,48.0,43.0,34.0,,,,51,,,,,92.2
36,GE,Industrials,30.7,87.5,-2.8,6.4,-4.5,-2.6,31.3,56.9,114.4,84.3,378.8,30.7,46.8,-82.5,1.1,18.0,-3.3,122.1,41.0,42.0,44.0,65.0,,,,46,,,,,97.4
37,ETH-USD,Unknown,77.9,17.8,1.8,-3.1,-37.1,-20.1,-45.5,-51.3,-39.4,-55.8,133.2,77.9,744.1,-66.1,1.4,843.6,789.5,150.8,38.0,32.0,15.0,15.0,,,,75,,,,,98.0
38,VST,Utilities,71.6,44.0,1.9,-4.8,-20.9,-31.7,-39.7,77.9,137.9,178.6,49.3,71.6,263.0,-78.8,1.3,275.3,46.8,157.1,36.0,35.0,21.0,41.0,,,,64,,,,,98.8
39,WM,Industrials,-11.0,22.6,1.3,1.6,-2.7,-14.4,-19.8,-33.6,-47.1,-5.6,-39.9,-11.0,58.1,-31.2,1.6,0.0,120.3,80.4,53.0,55.0,79.0,29.0,,,,50,,,,,99.0
40,NVDL,Unknown,102.0,23.7,-0.6,4.5,-19.6,-10.1,-39.0,58.9,99.3,102.0,102.0,102.0,430.0,0.0,1.8,696.4,342.1,167.3,31.0,28.0,16.0,20.0,,,,79,,,,,102.0
41,HOOD,Financial Services,215.4,59.7,-4.0,-9.9,-32.6,-23.9,26.1,234.7,562.8,215.4,215.4,215.4,399.5,-57.3,1.2,248.6,27.0,253.2,22.0,18.0,23.0,48.0,,,,71,,,,,102.8
42,META,Communication Services,17.8,56.2,0.1,2.5,-12.7,-27.4,-11.1,16.3,169.7,22.8,65.2,17.8,91.0,-76.0,1.1,75.5,6.3,109.2,43.0,44.0,36.0,56.0,,,,59,,,,,106.0
43,HIMS,Healthcare,39.6,30.1,-3.3,-14.0,-45.8,-47.7,11.1,68.3,88.8,16.9,39.6,39.6,325.5,-83.8,1.4,338.1,47.9,109.7,42.0,39.0,20.0,38.0,,,,71,,,,,106.4
44,NTRA,Healthcare,36.2,47.9,-1.8,-2.7,39.1,34.9,25.7,138.9,198.2,-47.0,16.6,36.2,166.6,-83.6,1.4,-36.1,-44.5,127.6,40.0,41.0,114.0,74.0,,,,40,,,,,108.6
45,ETN,Industrials,-9.5,9.9,-0.8,-6.8,-17.4,-21.3,-27.9,-25.4,-24.9,4.8,7.1,-9.5,75.2,-18.8,1.5,0.0,289.6,81.9,51.0,53.0,79.0,21.0,,,,65,,,,,110.0
46,PLTR,Technology,128.3,64.6,-16.4,-2.8,-19.2,-12.3,7.4,218.0,407.3,8.7,128.3,128.3,223.6,-45.7,1.6,138.2,9.0,178.7,28.0,27.0,32.0,54.0,,,,71,,,,,110.0
47,LIN,Basic Materials,-38.3,12.7,2.0,4.6,-12.1,-20.0,-24.4,-44.9,-60.7,-22.9,-45.5,-38.3,52.6,-51.5,1.9,0.0,187.9,53.1,61.0,65.0,79.0,24.0,,,,60,,,,,110.6
48,FSLR,Technology,-0.1,33.6,-2.4,-1.4,15.6,43.8,14.7,-14.6,-64.9,-2.0,67.1,-0.1,116.8,-59.2,1.7,0.0,42.8,91.3,49.0,50.0,79.0,42.0,,,,61,,,,,113.4
49,NEE,Utilities,-33.4,11.8,2.0,-5.6,4.6,0.5,-6.9,-18.4,-71.0,-39.9,-57.2,-33.4,79.0,-48.5,2.0,0.0,38.3,58.0,58.0,62.0,79.0,44.0,,,,59,,,,,116.4
50,NFLX,Communication Services,6.5,27.1,1.2,-14.6,-26.1,-39.7,-25.0,-0.7,42.5,-21.5,-51.8,6.5,149.8,-46.7,1.5,187.8,47.1,97.9,46.0,47.0,28.0,40.0,,,,77,,,,,117.2
51,AMAT,Technology,38.3,67.0,6.9,0.7,17.7,34.9,57.4,28.9,36.4,-2.4,41.7,38.3,79.5,-45.3,2.0,-0.6,2.4,129.3,39.0,40.0,113.0,62.0,,,,55,,,,,118.2
52,SO,Utilities,-38.4,7.3,3.6,-2.6,-9.6,-15.1,-17.7,-32.1,-53.8,-16.9,-21.5,-38.4,43.2,-44.8,1.6,0.0,109.2,53.0,62.0,66.0,79.0,30.0,,,,65,,,,,118.4
53,ADBE,Technology,-55.0,3.1,-2.9,2.9,-7.0,-20.7,-22.9,-60.2,-56.7,-68.6,-80.9,-55.0,129.3,-60.8,2.2,0.0,714.2,36.0,74.0,78.0,79.0,16.0,,,,70,,,,,122.6
54,PLD,Real Estate,-27.1,14.1,1.5,-0.7,9.8,5.7,6.9,-31.6,-42.1,-11.2,-24.2,-27.1,66.6,-42.5,2.0,0.0,15.8,64.3,56.0,61.0,79.0,50.5,,,,66,,,,,125.4
55,QQQ,Unknown,-8.3,4.4,-1.1,-0.9,-0.2,-4.1,-4.7,-8.5,-4.1,-23.2,-18.8,-8.3,43.4,-10.7,1.8,0.0,52.8,83.1,50.0,52.0,79.0,36.0,,,,75,,,,,125.6
56,TGTX,Healthcare,-18.7,16.3,-0.8,-6.4,-15.0,-10.1,-10.8,-14.9,38.4,-92.9,182.0,-18.7,355.7,-91.4,1.4,0.0,-71.7,72.7,55.0,58.0,79.0,77.0,,,,57,,,,,126.2
57,MSFT,Technology,-34.8,2.0,0.5,-1.2,-8.8,-15.7,-12.0,-26.2,-26.6,-49.6,-61.4,-34.8,94.8,-37.4,1.8,0.0,60.0,56.6,60.0,64.0,79.0,33.0,,,,75,,,,,128.8
58,SPOT,Communication Services,26.6,49.4,1.2,-0.3,-19.8,-35.9,-0.4,79.7,220.8,-3.1,96.6,26.6,120.4,-65.1,1.4,71.4,-10.6,103.0,45.0,43.0,37.0,67.0,,,,79,,,,,130.8
59,PG,Consumer Defensive,-71.4,4.1,1.8,-3.3,-8.0,-21.4,-36.7,-49.5,-68.6,-36.5,-72.9,-71.4,25.1,-75.5,2.0,0.0,15.8,20.0,85.0,89.0,79.0,50.5,,,,65,,,,,135.8
60,ALB,Basic Materials,-64.9,18.3,-1.1,10.0,73.8,103.0,41.9,-53.8,-99.7,-58.0,-47.4,-64.9,166.4,-116.7,2.6,0.0,18.9,26.5,78.0,84.0,79.0,49.0,,,,71,,,,,138.8
61,JOBY,Industrials,13.1,54.8,-7.4,-10.0,-16.8,35.6,41.5,66.7,211.9,18.3,13.1,13.1,82.8,-71.3,1.9,-36.8,-23.7,63.5,57.0,46.0,115.0,69.0,,,,68,,,,,139.2
62,VOO,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91.3981193759258,48.0,49.0,79.0,63.5,0.0,80.0,95.0,80,0.7916666666666666,100.0,False,0.7916666666666666,140.6
63,BKNG,Consumer Cyclical,-33.7,36.1,-1.0,9.0,-2.9,-16.7,-21.5,-5.7,11.5,12.2,-16.6,-33.7,16.1,-61.8,1.5,0.0,-38.1,57.7,59.0,63.0,79.0,72.0,,,,72,,,,,141.0
64,NEM,Basic Materials,-11.9,55.2,-5.8,8.2,16.1,57.3,113.9,40.2,13.4,6.5,3.2,-11.9,51.4,-90.0,2.2,0.0,-36.3,79.5,54.0,56.0,79.0,71.0,,,,75,,,,,141.2
65,MRK,Healthcare,-69.7,22.5,1.5,3.7,24.6,14.1,-16.6,-48.9,-71.0,-22.8,-85.3,-69.7,25.8,-97.5,2.7,0.0,-29.1,21.7,83.0,87.0,79.0,70.0,,,,64,,,,,141.8
66,ISRG,Healthcare,-10.8,30.6,-1.5,-0.7,23.9,-9.1,-14.0,-3.7,-7.0,-19.9,-57.8,-10.8,73.3,-47.8,1.5,0.0,4.0,80.6,52.0,54.0,79.0,59.0,,,,82,,,,,142.6
67,JNJ,Healthcare,-38.9,31.0,3.4,0.2,9.9,21.5,24.2,-9.7,-36.0,-16.9,-42.3,-38.9,13.6,-62.5,2.1,0.0,-53.0,52.5,63.0,67.0,79.0,75.0,,,,71,,,,,142.8
68,DUK,Utilities,-55.2,5.3,2.4,-3.5,-6.6,-11.1,-13.5,-34.3,-64.0,-25.9,-64.9,-55.2,28.9,-59.9,2.4,0.0,-164.0,36.2,72.5,79.5,79.0,85.0,,,,65,,,,,145.2
69,KO,Consumer Defensive,-49.3,9.7,2.7,-3.4,3.9,-10.5,-13.3,-18.0,-42.9,-18.8,-54.2,-49.3,10.1,-55.7,2.4,0.0,-158.2,42.1,69.0,73.0,79.0,83.0,,,,72,,,,,149.4
70,CVX,Energy,-59.6,3.4,3.2,-0.6,-2.8,-7.9,-20.9,-48.5,-79.4,-13.8,-57.3,-59.6,64.9,-64.0,1.9,0.0,247.4,31.8,75.0,81.0,79.0,23.0,,,,95,,,,,151.2
71,ICLN,Unknown,-67.0,4.3,0.3,-0.5,4.9,8.1,12.9,-38.8,-90.5,-80.8,-49.5,-67.0,153.1,-76.9,2.0,0.0,-305.1,24.4,81.0,86.0,79.0,92.0,,,,66,,,,,152.0
72,BLK,Financial Services,-40.2,8.4,2.2,4.5,-7.9,-15.5,-26.3,-27.9,-32.0,-27.1,-23.5,-40.2,29.2,-46.6,2.1,0.0,-90.9,50.8,64.0,68.0,79.0,78.0,,,,80,,,,,153.4
73,ARKX,Unknown,-4.5,61.8,-8.5,7.4,-1.9,1.8,16.5,11.8,13.0,-4.5,-4.5,-4.5,13.4,-33.4,2.0,0.0,-9.1,43.2,68.0,51.0,79.0,66.0,,,,88,,,,,154.0
74,SEDG,Technology,-179.0,0.2,0.2,-12.6,-19.0,-1.6,40.9,-0.0,-48.1,-91.5,-119.4,-132.1,487.4,-180.5,2.47,0.0,0.0,-73.96537966461388,112.0,114.0,79.0,63.5,24.496666666666663,40.0,94.49666666666668,69,0.7874722222222222,99.0,False,0.7874722222222222,155.4
75,XOM,Energy,-64.5,23.7,2.6,2.6,5.7,2.2,-8.7,-25.3,-55.6,38.7,-34.1,-64.5,13.5,-88.7,1.4,0.0,-66.1,26.9,77.0,83.0,79.0,76.0,,,,79,,,,,157.2
76,AEP,Utilities,-43.7,8.3,2.2,-4.8,1.0,1.8,-2.7,-13.2,-48.7,-23.8,-55.3,-43.7,30.3,-50.4,2.1,0.0,-200.0,47.7,66.0,70.0,79.0,88.0,,,,79,,,,,157.2
77,UNH,Healthcare,-113.3,7.3,1.9,2.3,0.9,2.7,-45.9,-73.6,-95.7,-58.3,-119.7,-113.3,29.8,-124.6,2.3,0.0,-285.6,-21.9,102.0,106.0,79.0,91.0,,,,64,,,,,157.8
78,RIVN,Consumer Cyclical,-12.4,52.9,-10.2,12.0,41.6,32.0,13.5,-23.2,54.6,-12.4,-12.4,-12.4,27.3,-57.0,1.7,0.0,-16.1,21.9,82.0,57.0,79.0,68.0,,,,88,,,,,158.8
79,AMZN,Consumer Cyclical,-51.1,3.9,0.6,-1.8,2.8,-10.8,-28.1,-28.7,-20.1,-59.8,-83.5,-51.1,99.0,-57.2,2.2,0.0,-159.1,40.3,70.0,75.0,79.0,84.0,,,,82,,,,,160.4
80,SPG,Real Estate,-69.8,32.8,0.0,0.6,-2.1,8.3,-4.9,-4.4,26.3,127.2,-57.9,-69.8,6.9,-107.3,1.2,0.0,-109.8,21.6,84.0,88.0,79.0,79.0,,,,79,,,,,160.8
81,PEP,Consumer Defensive,-78.7,2.8,1.4,-3.6,1.3,-3.9,-17.7,-48.6,-70.5,-43.7,-76.9,-78.7,22.0,-81.6,2.5,0.0,-581.0,12.7,87.0,92.0,79.0,98.0,,,,72,,,,,162.8
82,TAN,Unknown,-121.5,1.5,0.0,2.5,9.5,20.7,17.2,-54.3,-106.9,-102.2,-99.7,-121.5,155.9,-125.7,2.1,0.0,-3761.7,-30.1,104.0,109.0,79.0,109.0,,,,61,,,,,163.0
83,MA,Financial Services,-41.7,7.3,-2.0,2.7,-8.0,-14.3,-16.9,-20.8,-39.1,-42.2,-66.6,-41.7,52.9,-49.2,1.8,0.0,-111.3,49.3,65.0,69.0,79.0,80.0,,,,90,,,,,164.6
84,AAVE-USD,Unknown,-72.4,0.7,0.1,-21.3,-49.7,-57.4,-80.2,-83.0,-66.7,-71.7,-72.4,-72.4,383.7,-75.7,1.9,0.0,517.7,-19.9,101.0,90.0,79.0,18.0,,,,105,,,,,166.2
85,V,Financial Services,-47.0,11.5,-1.4,4.7,-1.5,-13.9,-16.9,-20.7,-28.5,-37.0,-61.7,-47.0,27.5,-56.7,2.1,0.0,-125.5,44.0,67.0,72.0,79.0,82.0,,,,90,,,,,166.4
86,NOC,Industrials,-54.1,5.2,-0.6,4.0,-8.1,3.6,-7.1,-31.5,-61.8,-15.6,-37.3,-54.1,47.6,-59.7,2.1,0.0,-236.1,37.3,71.0,77.0,79.0,89.0,,,,87,,,,,168.0
87,ARM,Technology,-45.6,3.8,3.8,-16.4,-27.4,-44.4,-51.8,-52.1,-45.6,-45.6,-45.6,-45.6,120.7,-52.2,2.0,0.0,985.1,6.5,91.0,71.0,79.0,13.0,,,,115,,,,,168.4
88,UPS,Industrials,-103.7,8.1,0.5,3.5,20.0,-8.6,-25.6,-59.6,-88.6,-68.2,-89.5,-103.7,40.6,-116.5,2.1,0.0,-376.9,-12.3,98.0,103.0,79.0,94.0,,,,77,,,,,170.6
89,ADSK,Technology,-81.2,1.0,0.6,-3.5,-8.6,-23.5,-34.0,-40.0,-55.4,-84.4,-95.6,-81.2,100.6,-83.0,2.2,0.0,-2466.9,10.2,90.0,95.0,79.0,107.0,,,,75,,,,,170.6
90,NKE,Consumer Cyclical,-117.7,5.7,5.7,-3.1,-15.4,-29.3,-34.2,-74.3,-93.4,-83.6,-117.6,-117.7,32.1,-126.7,2.3,0.0,-593.2,-26.3,103.0,107.0,79.0,99.0,,,,75,,,,,172.4
91,BA,Industrials,-91.3,7.1,0.9,15.9,-0.8,-10.9,-7.2,-60.9,-59.7,-62.1,-118.2,-91.3,97.0,-105.6,2.1,0.0,-573.0,0.1,93.0,97.0,79.0,97.0,,,,80,,,,,172.6
92,LMT,Industrials,-65.3,11.1,2.1,9.5,-1.3,-1.0,-16.2,-28.6,-50.3,-21.1,-52.2,-65.3,19.3,-75.9,2.5,0.0,-194.1,26.1,79.0,85.0,79.0,86.0,,,,90,,,,,173.0
93,EQIX,Real Estate,-64.2,7.2,2.9,3.9,-3.6,-10.7,-23.2,-33.8,-51.6,-41.3,-40.1,-64.2,22.8,-70.9,2.0,0.0,-254.8,27.2,76.0,82.0,79.0,90.0,,,,90,,,,,173.4
94,ONDO-USD,Unknown,-95.8,2.2,1.5,-18.4,-56.9,-61.5,-101.6,-95.8,-95.8,-95.8,-95.8,-95.8,237.2,-103.4,2.8,0.0,3072.9,-50.7,108.0,99.0,79.0,8.0,,,,115,,,,,175.4
95,SUI-USD,Unknown,-100.5,4.9,0.7,-10.8,101.4,-91.3,-111.4,-95.2,-100.5,-100.5,-100.5,-100.5,147.0,-113.2,3.3,0.0,283.7,-82.0,114.0,101.0,79.0,22.0,,,,112,,,,,179.6
96,SBUX,Consumer Cyclical,-94.4,4.1,1.5,-1.4,-1.1,-18.5,-9.4,-30.9,-59.9,-65.4,-95.5,-94.4,35.7,-100.0,2.1,0.0,-1183.4,-3.0,94.0,98.0,79.0,104.0,,,,85,,,,,180.8
97,APD,Basic Materials,-103.8,3.6,1.6,-5.8,-10.0,-21.6,-31.3,-54.7,-94.4,-66.8,-102.6,-103.8,42.9,-109.3,2.3,0.0,-849.2,-12.4,99.0,104.0,79.0,101.0,,,,85,,,,,181.8
98,RTX,Industrials,-55.2,18.8,0.0,8.5,0.1,-1.7,14.3,24.0,-17.2,-0.1,-37.0,-55.2,10.8,-70.5,1.6,0.0,-197.2,36.2,72.5,79.5,79.0,87.0,,,,101,,,,,182.0
99,SRE,Utilities,-79.0,6.2,1.3,-3.3,-2.3,3.8,-17.6,-39.1,-65.1,-15.1,-72.9,-79.0,14.0,-85.1,1.9,0.0,-488.0,12.4,88.0,93.0,79.0,95.0,,,,92,,,,,182.0
100,SNOW,Technology,-25.1,36.1,-1.6,-13.7,-6.1,-13.4,23.8,7.9,-5.1,-30.7,-25.1,-25.1,37.2,-60.3,2.1,0.0,-38.4,25.4,80.0,60.0,79.0,73.0,,,,109,,,,,182.0
101,UBER,Technology,-52.8,9.9,5.8,-5.8,-18.6,-25.8,-11.5,-32.7,12.3,-45.0,-52.8,-52.8,24.6,-61.3,1.5,0.0,-120.2,19.3,86.0,76.0,79.0,81.0,,,,102,,,,,182.6
102,HON,Industrials,-81.1,2.8,1.5,2.0,-2.8,-20.2,-27.3,-42.1,-70.7,-47.5,-77.0,-81.1,13.9,-83.8,2.6,0.0,-1031.1,10.3,89.0,94.0,79.0,103.0,,,,90,,,,,183.6
103,GRAB,Technology,-50.9,8.5,2.4,-3.6,-21.4,-16.4,-18.8,4.0,7.3,-47.2,-50.9,-50.9,21.6,-57.6,1.6,0.0,-369.2,-4.6,95.0,74.0,79.0,93.0,,,,99,,,,,185.8
104,TDOC,Healthcare,-156.6,0.5,0.5,-6.4,-7.1,-14.8,3.8,-79.6,-94.2,-116.6,-163.3,-156.6,305.8,-158.7,2.6,0.0,-9740.8,-65.2,111.0,113.0,79.0,112.0,,,,82,,,,,187.4
105,AMT,Real Estate,-104.1,2.2,2.1,0.0,-9.1,-29.8,-31.9,-58.6,-75.2,-60.6,-113.7,-104.1,53.0,-107.6,2.8,0.0,-1764.0,-12.7,100.0,105.0,79.0,106.0,,,,90,,,,,189.2
106,PYPL,Financial Services,-142.6,0.7,0.7,-6.9,-21.8,-35.6,-52.0,-57.0,-87.7,-110.1,-147.1,-142.6,104.9,-144.3,2.5,0.0,-7933.6,-51.6,109.0,111.0,79.0,111.0,,,,85,,,,,189.2
107,AI,Technology,-90.6,1.6,1.6,-3.3,-23.2,-37.7,-67.8,-91.8,-31.3,-85.1,-90.6,-90.6,60.7,-93.1,1.8,0.0,-933.6,-44.6,107.0,96.0,79.0,102.0,,,,95,,,,,192.2
108,CRM,Technology,-101.6,6.0,-0.9,8.1,5.5,-12.4,-37.4,-47.8,-19.5,-70.8,-107.9,-101.6,46.2,-111.1,2.3,0.0,-749.7,-10.6,97.0,102.0,79.0,100.0,,,,97,,,,,192.6
109,PSA,Real Estate,-98.8,1.5,1.5,-3.8,-10.6,-18.8,-29.3,-47.7,-73.5,-39.1,-87.2,-98.8,22.2,-100.7,2.8,0.0,-2747.4,-7.4,96.0,100.0,79.0,108.0,,,,95,,,,,193.2
110,SPCE,Industrials,-155.3,0.6,0.5,-15.9,-9.1,50.0,50.6,-96.4,-108.6,-120.6,-178.9,-155.3,282.6,-157.9,2.2,0.0,-10074.0,-80.3,113.0,112.0,79.0,113.0,,,,99,,,,,205.0
