Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Expected_Return_Rank,Dynamic_Expected_Return_Rank,Period_Penalty,Alpha_Penalty,Penalty_Raw,Penalty,Penalty_N,Penalty_Rank,IsCrypto,Penalty_N2,Average_Rank
30,WMT,Consumer Defensive,61.2,87.5,-1.9,-1.0,5.2,4.4,2.1,20.0,33.2,49.5,53.3,84.0,75.9,-41.4,1.25,38.22,37.99,163.4328878294061,37.0,39.0,44.0,42.0,0.9766666666666669,0.0,0.9766666666666669,0.98,0.008138888888888892,7.0,False,0.008138888888888892,43.0558
31,PLTR,Technology,147.6,72.6,-8.4,4.9,-4.3,6.8,46.8,311.3,748.0,853.0,889.1,889.1,221.0,-46.5,1.56,118.61,118.67,203.1459697759212,27.0,26.0,34.0,35.0,18.943333333333335,0.0,18.943333333333335,18.94,0.15786111111111112,29.0,False,0.15786111111111112,44.2782
32,IONQ,Technology,212.0,57.3,-16.3,-4.4,-21.9,-7.8,8.3,177.5,285.0,302.5,302.5,302.5,391.8,-28.8,1.86,212.68,207.27,262.0722238823221,24.0,19.0,26.0,28.0,25.35333333333333,0.0,25.35333333333333,25.35,0.21127777777777776,38.0,False,0.21127777777777776,44.3075
33,GOOG,Communication Services,84.0,88.7,1.6,-1.7,14.7,35.5,45.9,55.7,77.0,87.0,137.1,265.7,96.8,-16.7,1.86,25.29,24.63,186.2212795732317,32.0,34.0,46.0,45.0,3.308333333333334,0.0,3.308333333333334,3.31,0.02756944444444445,15.0,False,0.02756944444444445,44.7251
34,VST,Utilities,56.5,42.1,0.3,-7.3,-16.4,-21.2,-11.4,41.6,186.7,358.9,401.7,451.2,253.4,-86.7,1.33,264.64,264.01,154.06200320545022,39.0,40.0,23.0,23.0,5.758333333333335,0.0,5.758333333333335,5.76,0.047986111111111125,19.0,False,0.047986111111111125,45.0889
35,BMNR,Financial Services,434.9,28.7,-3.0,15.2,111.5,111.5,111.5,111.5,111.5,111.5,111.5,111.5,1636.4,-49.0,1.6,1366.6,0.0,444.4,12.0,9.0,15.0,83.0,31.8,40.0,71.8,71.8,0.5983333333333333,53.0,False,0.5983333333333333,45.8102
36,PANW,Technology,30.2,39.6,-1.9,-3.1,-10.5,-11.3,-13.3,-12.9,-0.4,32.2,103.3,222.3,155.5,-51.8,1.15,205.98,205.99,132.4588824711954,43.0,44.0,29.0,29.0,4.83,0.0,4.83,4.83,0.04025,18.0,False,0.04025,49.0898
37,NVDL,Unknown,98.2,22.9,2.2,4.4,-8.3,1.8,35.7,71.0,399.7,378.3,378.3,378.3,428.0,0.0,1.81,710.03,703.66,168.70066193745922,36.0,31.0,18.0,17.0,24.346666666666668,0.0,24.346666666666668,24.35,0.2028888888888889,36.0,False,0.2028888888888889,49.225
38,META,Communication Services,20.7,56.1,-0.2,1.7,-4.6,-12.1,-11.2,-1.7,49.7,77.3,87.2,141.2,98.5,-78.8,1.14,83.28,82.96,122.92414266180658,44.0,45.0,37.0,36.0,2.185,0.0,2.185,2.18,0.018208333333333333,13.0,False,0.018208333333333333,49.2415
39,AMAT,Technology,47.4,60.6,0.2,-2.5,11.6,25.3,36.1,20.9,28.4,39.9,114.6,290.2,103.0,-38.0,1.96,19.63,19.99,149.65851017595253,41.0,41.0,47.0,46.0,3.1616666666666666,0.0,3.1616666666666666,3.16,0.026347222222222223,14.0,False,0.026347222222222223,50.3538
40,ISRG,Healthcare,9.4,34.5,-2.4,-0.1,14.3,7.1,-1.9,2.2,14.9,27.7,42.4,171.6,98.9,-37.8,1.44,52.39,53.91,111.62212164559242,47.0,49.0,41.0,39.0,2.1116666666666664,0.0,2.1116666666666664,2.11,0.01759722222222222,12.0,False,0.01759722222222222,51.9506
41,HIMS,Healthcare,37.1,30.2,-3.4,-11.3,-31.5,-37.0,-27.5,28.1,105.5,181.7,167.4,167.4,321.5,-86.1,1.35,323.77,322.88,113.31111781373582,46.0,42.0,21.0,21.0,18.798333333333332,0.0,18.798333333333332,18.8,0.15665277777777778,28.0,False,0.15665277777777778,52.9531
42,ETH-USD,Unknown,73.1,17.4,0.5,3.2,-12.4,-13.8,-3.4,-14.0,-5.7,-7.7,357.0,392.1,740.2,-67.5,1.43,855.39,717.52,152.8451505875402,40.0,36.0,17.0,16.0,11.203333333333333,40.0,51.20333333333333,51.2,0.42669444444444443,47.0,True,0.6766944444444445,56.0442
43,SPOT,Communication Services,18.0,46.9,-0.7,-0.9,-13.2,-20.4,-14.9,24.4,113.6,136.7,140.3,136.0,115.1,-67.6,1.39,64.59,63.88,101.5739633150711,50.0,46.0,39.0,38.0,10.754999999999999,0.0,10.754999999999999,10.76,0.089625,22.0,False,0.089625,57.4293
44,PWR,Industrials,68.2,76.8,-5.0,-6.5,-1.1,0.2,13.4,26.6,47.4,126.8,340.0,630.4,102.7,-46.1,1.2,84.8,25.0,169.0,35.0,38.0,36.0,44.0,32.145,17.77777777777778,49.92277777777778,49.92,0.41602314814814817,45.0,False,0.41602314814814817,58.4413
45,COIN,Financial Services,117.5,84.6,4.2,0.1,1.2,25.5,30.6,61.7,162.3,131.4,131.4,131.4,149.0,-56.0,1.3,87.0,5.7,157.1,38.0,29.0,35.0,47.0,32.08,0.0,32.08,32.08,0.2673333333333333,42.0,False,0.2673333333333333,58.6114
46,GE,Industrials,15.0,87.5,-2.1,6.6,2.1,6.1,24.1,51.5,120.8,228.9,307.9,196.7,30.5,-93.1,1.15,0.26,-3.6,117.20090232341032,45.0,47.0,48.0,120.0,0.8400000000000001,0.0,0.8400000000000001,0.84,0.007000000000000001,4.0,False,0.007000000000000001,62.8184
47,NTRA,Healthcare,33.2,46.2,-2.4,-4.0,22.6,28.0,29.2,66.8,155.3,161.3,285.7,765.7,174.8,-88.5,1.38,-46.5,-12.8,135.63869841981048,42.0,43.0,124.0,121.0,1.7466666666666664,0.0,1.7466666666666664,1.75,0.014555555555555552,10.0,False,0.014555555555555552,71.4673
48,MELI,Consumer Cyclical,-5.6,7.2,-9.0,-3.1,-9.1,-12.6,-6.3,0.6,13.3,16.1,66.8,400.0,247.3,-25.3,1.4,0.0,427.4,92.9,53.0,54.5,85.0,20.0,36.015,35.55555555555556,71.57055555555556,71.57,0.5964212962962964,52.0,False,0.5964212962962964,72.6047
49,VOO,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,102.2,48.0,52.0,85.0,83.0,0.0,80.0,80.0,80.0,0.6666666666666666,54.0,False,0.6666666666666666,74.0867
50,QQQ,Unknown,-5.6,5.0,-0.9,-1.4,-1.0,0.4,2.8,4.9,11.7,15.1,31.8,87.1,49.2,-8.5,1.71,0.0,0.0,96.59677557293888,52.0,54.5,85.0,83.0,2.4566666666666666,80.0,82.45666666666666,82.46,0.6871388888888889,57.0,False,0.6871388888888889,77.8128
51,GOOGL,Communication Services,3.5,39.2,-3.7,5.7,16.0,23.5,23.7,26.2,39.9,44.9,79.5,163.6,71.7,-40.5,1.9,-32.7,-2.1,101.8,49.0,50.0,122.0,119.0,4.279999999999999,44.44444444444444,48.724444444444444,48.72,0.40603703703703703,44.0,False,0.40603703703703703,81.4027
52,NEM,Basic Materials,-11.0,53.1,-4.0,11.9,17.3,36.4,74.5,91.2,83.9,55.0,41.0,44.8,63.1,-94.8,2.15,0.0,0.0,91.18372174060583,54.0,57.0,85.0,83.0,5.4,80.0,85.4,85.4,0.7116666666666667,62.0,False,0.7116666666666667,81.5972
53,ASML,Technology,-13.6,20.7,1.0,-3.9,1.9,18.7,27.0,11.5,8.7,9.6,65.6,245.2,139.2,-53.5,2.43,0.0,0.0,88.62450828705555,57.0,60.0,85.0,83.0,5.385000000000002,80.0,85.385,85.38,0.7115416666666667,61.0,False,0.7115416666666667,83.1203
54,WM,Industrials,-1.1,23.9,1.6,2.5,2.6,-5.2,-11.8,-16.5,-19.6,-16.7,-19.0,1.7,72.9,-24.4,1.49,0.0,0.0,101.07466358013096,51.0,53.0,85.0,83.0,10.433333333333334,80.0,90.43333333333334,90.43,0.7536111111111111,71.0,False,0.7536111111111111,83.4644
55,FSLR,Technology,-11.8,33.5,-8.9,-0.8,7.4,24.0,41.3,24.3,11.4,55.9,114.0,163.3,102.7,-69.5,1.69,0.0,0.0,90.4407065279826,56.0,59.0,85.0,83.0,5.533333333333333,80.0,85.53333333333333,85.53,0.7127777777777777,63.0,False,0.7127777777777777,83.5493
56,ETN,Industrials,-11.2,11.0,-0.4,-5.3,-14.2,-17.3,-15.0,-18.9,-9.5,16.5,53.1,93.7,76.1,-22.0,1.49,0.0,0.0,91.00741195605605,55.0,58.0,85.0,83.0,8.033333333333333,80.0,88.03333333333333,88.03,0.7336111111111111,69.0,False,0.7336111111111111,85.8064
57,MSFT,Technology,-25.9,1.8,-0.3,-1.8,-6.8,-10.4,-5.2,-8.5,-5.6,2.5,30.1,191.4,121.5,-28.6,1.76,0.0,0.0,76.31156840156655,59.0,65.0,85.0,83.0,5.536666666666667,80.0,85.53666666666666,85.54,0.7128055555555555,64.0,False,0.7128055555555555,86.8286
58,ADA-USD,Unknown,110.8,7.1,-1.2,-6.1,-29.6,-41.6,-55.3,-55.4,-55.3,-78.2,48.2,51.7,2088.2,-41.0,1.67,8113.76,6168.87,190.53434502677356,30.0,30.0,5.0,6.0,35.318333333333335,80.0,115.31833333333333,115.32,0.9609861111111111,114.0,True,1.0,87.12
59,BKNG,Consumer Cyclical,-38.6,33.2,-0.1,4.2,1.9,-6.1,-6.8,2.8,17.0,43.8,53.3,55.6,17.7,-66.6,1.5,0.0,0.0,63.64452203804203,67.0,72.0,85.0,83.0,2.225,80.0,82.225,82.22,0.6852083333333333,55.0,False,0.6852083333333333,87.7013
60,AMZN,Consumer Cyclical,-36.1,3.7,0.8,-2.4,-1.9,-4.2,-6.0,-3.1,12.9,4.1,2.6,118.8,145.5,-43.1,2.08,0.0,0.0,66.06791572918613,64.0,68.5,85.0,83.0,5.166666666666667,80.0,85.16666666666667,85.17,0.7097222222222223,60.0,False,0.7097222222222223,87.786
61,JOBY,Industrials,14.8,57.5,-13.6,-7.0,-17.2,-7.2,31.0,73.7,80.6,55.3,53.4,53.4,79.2,-72.2,1.91,-39.03,-38.81,69.91677269753708,62.0,48.0,123.0,122.0,23.83,0.0,23.83,23.83,0.1985833333333333,35.0,False,0.1985833333333333,90.312
62,MSTY,Unknown,0.8,25.2,-3.6,-13.2,-22.2,-31.5,-41.7,-51.8,-51.8,-51.8,-51.8,-51.8,60.9,-19.4,1.7,45.2,0.0,26.4,84.0,51.0,43.0,83.0,59.31833333333333,0.0,59.31833333333333,59.32,0.4943194444444444,48.0,False,0.4943194444444444,90.6087
63,MA,Financial Services,-36.4,10.1,-0.1,3.8,1.4,-3.9,-8.7,-7.4,-8.7,-5.3,-8.0,67.9,62.9,-47.6,1.85,0.0,0.0,65.80074132015974,65.0,70.0,85.0,83.0,6.738333333333334,80.0,86.73833333333333,86.74,0.7228194444444445,66.0,False,0.7228194444444445,91.7372
64,TGTX,Healthcare,-37.0,15.7,-2.1,-4.0,-14.5,-18.7,-25.4,0.2,19.1,43.4,65.1,48.1,305.5,-101.0,1.42,0.0,0.0,65.25563267904433,66.0,71.0,85.0,83.0,5.744999999999999,80.0,85.745,85.74,0.7145416666666667,65.0,False,0.7145416666666667,92.065
65,PLD,Real Estate,-23.1,17.6,1.1,-1.0,4.9,7.5,2.5,-10.0,-25.7,-39.7,-49.7,-48.5,76.7,-44.4,1.92,0.0,0.0,79.14882668437322,58.0,63.0,85.0,83.0,17.290000000000003,80.0,97.29,97.29,0.8107500000000001,82.0,False,0.8107500000000001,93.9102
66,NEE,Utilities,-30.1,11.5,0.2,-5.8,-1.2,0.6,-2.1,-8.0,-22.0,-38.5,-52.4,-49.6,93.3,-46.2,2.02,0.0,0.0,72.14362944520678,60.0,67.0,85.0,83.0,17.073333333333334,80.0,97.07333333333334,97.07,0.8089444444444445,81.0,False,0.8089444444444445,95.1755
67,RTX,Industrials,-63.7,16.6,-2.3,8.3,6.4,9.4,18.2,31.4,33.5,40.1,34.2,8.0,5.7,-77.5,1.66,0.0,0.0,38.51385361799784,78.0,85.0,85.0,83.0,2.76,80.0,82.76,82.76,0.6896666666666668,58.0,False,0.6896666666666668,97.4294
68,JNJ,Healthcare,-42.7,27.8,-1.1,0.3,6.9,12.5,14.2,7.7,-7.4,-20.9,-38.3,-68.0,16.6,-65.5,2.1,0.0,0.0,59.46399251287255,70.0,75.0,85.0,83.0,12.973333333333334,80.0,92.97333333333333,92.97,0.7747777777777778,73.0,False,0.7747777777777778,97.9931
69,V,Financial Services,-44.7,13.6,0.0,6.1,2.4,-3.7,-8.9,-5.3,-7.0,-4.7,-11.0,29.7,34.5,-57.2,2.17,0.0,0.0,57.53474752745223,73.0,78.0,85.0,83.0,7.641666666666667,80.0,87.64166666666667,87.64,0.7303472222222223,68.0,False,0.7303472222222223,98.3083
70,BLK,Financial Services,-44.3,6.5,-1.6,3.3,-3.5,-5.8,-6.6,-3.6,-4.8,-11.2,-9.4,-14.5,32.1,-49.6,2.19,0.0,0.0,57.89984721420423,72.0,77.0,85.0,83.0,9.126666666666665,80.0,89.12666666666667,89.13,0.7427222222222222,70.0,False,0.7427222222222222,98.4577
71,ENS,Industrials,-146.6,8.1,0.0,4.0,8.5,4.0,0.6,-12.1,-18.4,-21.9,-35.8,-68.2,26.2,-161.9,2.5,0.0,-875.7,70.8,61.0,118.0,85.0,123.0,17.113333333333333,44.44444444444444,61.55777777777777,61.56,0.5129814814814815,50.0,False,0.5129814814814815,99.2203
72,LIN,Basic Materials,-39.2,12.6,1.1,3.6,-4.2,-11.3,-16.5,-24.8,-32.0,-27.1,-22.3,-0.8,56.1,-53.0,1.87,0.0,0.0,63.01962339511198,68.0,73.0,85.0,83.0,16.395,80.0,96.395,96.4,0.8032916666666666,80.0,False,0.8032916666666666,99.9374
73,AEP,Utilities,-44.2,8.2,1.4,-3.7,-1.9,-2.4,-3.2,-2.9,-11.4,-20.4,-42.0,-69.5,35.1,-51.3,2.13,0.0,0.0,58.028583564686784,71.0,76.0,85.0,83.0,14.911666666666665,80.0,94.91166666666666,94.91,0.7909305555555555,76.0,False,0.7909305555555555,100.0276
74,HSY,Consumer Defensive,-79.3,1.1,1.0,-1.0,-2.7,-2.3,-4.0,-20.1,-40.6,-46.9,-57.0,-73.1,66.6,-80.9,2.2,0.0,119.4,19.2,92.0,97.0,85.0,34.0,24.041666666666668,35.55555555555556,59.59722222222223,59.6,0.49664351851851857,49.0,False,0.49664351851851857,101.5214
75,NOC,Industrials,-53.1,5.4,-2.8,4.0,-3.3,-2.9,-1.4,-5.6,-17.8,-16.4,-25.7,-31.4,56.8,-59.4,2.11,0.0,0.0,49.08146759806269,74.0,79.0,85.0,83.0,13.175,80.0,93.175,93.18,0.7764583333333334,75.0,False,0.7764583333333334,101.9109
76,SO,Utilities,-41.0,7.2,3.1,-2.7,-7.6,-11.6,-14.7,-16.5,-23.5,-27.0,-40.0,-66.7,44.4,-47.6,1.64,0.0,0.0,61.22446173611882,69.0,74.0,85.0,83.0,19.148333333333333,80.0,99.14833333333334,99.15,0.8262361111111112,86.0,False,0.8262361111111112,103.5415
77,CRCL,Financial Services,-18.3,43.0,41.4,15.9,-5.2,7.6,7.6,7.6,7.6,7.6,7.6,7.6,0.0,-32.1,2.9,0.0,0.0,2.7,100.0,62.0,85.0,83.0,43.723333333333336,40.0,83.72333333333333,83.72,0.6976944444444444,59.0,False,0.6976944444444444,104.2079
78,ARKX,Unknown,-7.7,60.6,-12.1,6.7,-0.7,4.2,19.0,39.4,42.2,28.8,28.8,28.8,10.2,-35.2,2.02,0.0,0.0,44.33000171573318,76.0,56.0,85.0,83.0,23.643333333333338,80.0,103.64333333333335,103.64,0.8636944444444445,93.0,False,0.8636944444444445,106.5613
79,ALB,Basic Materials,-65.0,17.9,-1.2,8.8,47.9,73.8,75.1,38.8,-5.9,-41.0,-40.9,-67.2,190.4,-120.5,2.59,0.0,0.0,37.23063016053483,79.0,86.0,85.0,83.0,16.286666666666665,80.0,96.28666666666666,96.29,0.8023888888888888,79.0,False,0.8023888888888888,107.48
80,ADBE,Technology,-36.1,6.7,-1.3,7.5,2.0,-6.3,-19.9,-40.2,-54.5,-68.4,-83.0,-50.9,169.7,-50.8,2.16,0.0,0.0,66.09138410239677,63.0,68.5,85.0,83.0,30.685000000000002,80.0,110.685,110.68,0.9223750000000001,105.0,False,0.9223750000000001,108.0484
81,KO,Consumer Defensive,-54.1,8.1,-1.2,-1.6,1.4,-5.2,-9.6,-14.8,-26.3,-32.6,-49.1,-80.6,14.9,-60.2,2.44,0.0,0.0,48.10167665959133,75.0,81.0,85.0,83.0,21.61333333333333,80.0,101.61333333333333,101.61,0.8467777777777777,88.0,False,0.8467777777777777,108.5859
82,XOM,Energy,-76.6,18.9,2.2,4.1,4.8,2.3,-2.1,-12.0,-26.5,-8.6,-10.4,-61.4,8.6,-96.4,1.46,0.0,0.0,25.627003441807016,88.0,93.0,85.0,83.0,12.53,80.0,92.53,92.53,0.7710833333333333,72.0,False,0.7710833333333333,110.1058
83,DUK,Utilities,-60.0,4.8,1.0,-2.7,-5.7,-9.0,-12.6,-14.6,-22.7,-32.7,-51.5,-86.7,30.3,-64.6,2.46,0.0,0.0,42.202813676028384,77.0,84.0,85.0,83.0,21.971666666666668,80.0,101.97166666666666,101.97,0.8497638888888889,89.0,False,0.8497638888888889,110.6909
