Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,5d,1m,3m,6m,1y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Average_Rank,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State,DER_cap_monthly,DER_capped,F_trend,DER_capped_trend,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Recent_Momentum_Rank,Recent_Weakness_Penalty,Coverage_Penalty,State_Adjustment,Durability_Adjustment,Average_Rank,Average_Rank,Market_Cap,Market_Cap_B,Market_Cap_Rank,Market_Cap_Bucket,Market_Cap_Asset_Type,Market_Cap_Source,Interval_Dice,Alpha_Dice,Grid_Score,Max_Divergence_Score,Y3_Beat_VOO_Score,Y3_Premium_Score,Y3_Premium_Wins,Y3_Premium_Total,Y3_Confidence,Beat_Score,High_52W,Pct_From_52W_High,At_52W_High
11,AVGO,Semiconductors,1126.9,76.6,-6.8,-5.3,-12.5,-0.7,-0.0,6.7,107.3,290.6,547.2,1126.9,1473.1,-16.4,1.2,1246.0,284.5,1269.9,15.0,15.0,15.0,15.0,0.0,0.0,11.0,11.0,31,-6.1729984271195235,EARLY_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,15.0,15.0,15.0,15.0,0.0,0.0,,0.0,0.0,0.0,0.0,11.0,11.0,,,,,,,000011111,111111111,173.6,150.0,200.0,155.6,7,9,1.0,479.2,495.0,-22.81,False
12,LRCX,Semiconductor Equipment,1372.2,90.4,-9.6,-1.9,32.6,43.8,67.9,146.3,278.8,393.0,591.3,1372.2,1502.3,-7.6,1.3,558.8,75.3,1515.1,12.0,12.0,12.0,12.0,0.0,0.0,12.0,12.0,-9,9.001523019223,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,12.0,12.0,12.0,12.0,0.0,0.0,,0.0,0.0,0.0,0.0,12.0,12.0,,,,,,,011111111,111111011,195.8,150.0,177.8,133.3,6,9,1.0,479.1,409.75,-8.53,False
13,AXON,Public Safety Technology,471.0,39.1,4.5,9.7,5.2,-4.2,-11.2,-31.3,-8.9,40.4,111.4,471.0,1246.3,-25.7,1.5,1972.8,1075.2,613.9,48.0,48.0,49.0,49.0,0.0,0.0,13.0,13.0,124,-124.90155025329659,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,48.0,48.0,49.0,49.0,0.0,0.0,,0.0,0.0,0.0,0.0,13.0,13.0,,,,,,,110000111,111111111,173.6,110.0,200.0,177.8,8,9,1.0,461.4,764.02,-40.22,False
14,JBL,Electronic Manufacturing Services,681.9,95.9,0.6,1.8,6.5,17.7,35.0,48.8,116.5,231.2,410.5,681.9,662.0,-28.8,1.1,359.9,54.0,824.8,30.0,30.0,32.0,32.0,0.0,0.0,14.0,14.0,-4,1.6234213430990252,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,30.0,30.0,32.0,32.0,0.0,0.0,,0.0,0.0,0.0,0.0,14.0,14.0,,,,,,,111111111,111111111,218.0,110.0,200.0,133.3,6,9,1.0,461.3,428.9322,-13.32,False
15,PANW,Cybersecurity Software,364.4,94.2,-0.2,0.9,26.8,50.8,49.8,40.5,39.7,84.7,189.9,364.4,389.3,-34.6,1.2,221.5,56.8,507.3,58.0,58.0,61.0,61.0,0.0,0.0,15.0,15.0,6,-5.9437995719515655,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,58.0,58.0,61.0,61.0,0.0,0.0,,0.0,0.0,0.0,0.0,15.0,15.0,,,,,,,111111111,111111111,218.0,110.0,200.0,133.3,6,9,1.0,461.3,302.95,-5.84,False
16,VRT,Electrical Equipment & Parts,1447.4,82.1,-4.5,-3.2,-2.3,5.6,34.5,71.4,297.7,915.7,1275.0,1447.4,1741.3,-60.9,1.3,959.9,187.4,1545.6,11.0,11.0,11.0,11.0,0.0,0.0,16.0,16.0,-2,-26.106597680040267,EARLY_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,11.0,11.0,11.0,11.0,0.0,0.0,,0.0,0.0,0.0,0.0,16.0,16.0,,,,,,,001111111,---101111,176.1,150.0,166.7,133.3,4,6,1.0,459.4,379.93,-16.71,False
17,BTC-USD,Cryptocurrency,1483.1,42.2,-1.5,-1.4,-17.6,-18.8,-25.5,-41.8,-31.7,-11.5,70.2,1483.1,3326.6,-9.6,1.3,5703.8,3056.9,1626.1,10.0,10.0,10.0,10.0,0.0,0.0,17.0,17.0,105,357.52660867591476,STRONG_DOWN,MID_RANGE,NEUTRAL,S5_TRASH,,,,,10.0,10.0,10.0,10.0,0.0,0.0,,0.0,0.0,0.0,0.0,17.0,17.0,,,,,,,000000011,111110111,129.1,150.0,177.8,177.8,8,9,1.0,456.9,116273.3125,-47.57,False
18,DELL,Computer Hardware & Services,1120.3,92.6,6.6,7.8,50.4,107.6,166.2,191.0,300.7,507.5,758.9,1120.3,1206.8,-23.7,1.7,298.4,56.4,1251.3,16.0,16.0,16.0,16.0,0.0,0.0,18.0,18.0,-2,-13.655842218346642,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,16.0,16.0,16.0,16.0,0.0,0.0,,0.0,0.0,0.0,0.0,18.0,18.0,,,,,,,111111111,-01111111,204.5,150.0,175.0,100.0,4,8,1.0,454.5,469.47,-7.54,False
19,MPWR,Semiconductors,558.7,80.6,-9.6,-6.4,-7.6,4.8,19.7,39.1,69.8,103.7,210.0,558.7,693.2,-5.3,1.3,422.3,96.9,701.6,41.0,41.0,42.0,42.0,0.0,0.0,19.0,19.0,-11,13.019586462101373,STRONG_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,41.0,41.0,42.0,42.0,0.0,0.0,,0.0,0.0,0.0,0.0,19.0,19.0,,,,,,,001111111,111111111,195.8,110.0,200.0,133.3,6,9,1.0,439.1,1714.0898,-16.29,False
20,URI,Equipment Rental,356.8,98.4,2.0,2.4,12.1,20.6,24.1,19.0,31.1,76.0,185.7,356.8,362.9,-36.0,1.3,259.1,58.0,499.8,61.0,61.0,64.0,64.0,0.0,0.0,20.0,20.0,14,-4.591616748205858,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,61.0,61.0,64.0,64.0,0.0,0.0,,0.0,0.0,0.0,0.0,20.0,20.0,,,,,,,111111111,100111111,195.8,110.0,155.6,133.3,6,9,1.0,439.1,1106.8781,-2.09,False
21,000660.KS,Memory,3148.9,89.3,-10.7,-3.4,57.9,108.9,184.7,465.1,1187.7,1715.4,2059.6,3148.9,3530.0,-22.7,1.2,761.2,56.3,3291.8,2.0,2.0,2.0,2.0,0.0,0.0,21.0,21.0,0,0.0,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,2.0,2.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,21.0,21.0,,,,,,,011111111,101-00111,168.4,218.0,111.1,44.4,2,9,1.0,430.8,2945000.0,-11.0,False
22,MU,Semiconductors,2261.8,85.6,-14.4,-5.7,47.8,103.8,164.1,412.3,838.5,1085.8,1320.6,2261.8,2645.9,-25.2,1.4,581.7,47.7,2404.7,5.0,5.0,6.0,6.0,0.0,0.0,22.0,22.0,0,10.247549424636624,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,5.0,5.0,6.0,6.0,0.0,0.0,,0.0,0.0,0.0,0.0,22.0,22.0,,,,,,,011111111,111100011,173.60000000000002,190.0,133.3,66.7,3,9,1.0,430.3,1213.5601,-13.6,False
23,CAT,Construction Machinery,586.4,96.8,-3.2,2.7,13.9,19.6,36.7,73.5,144.0,223.3,336.7,586.4,604.8,-5.5,1.2,267.2,38.1,729.4,38.0,38.0,39.0,39.0,0.0,0.0,23.0,23.0,-11,3.5,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,38.0,38.0,39.0,39.0,0.0,0.0,,0.0,0.0,0.0,0.0,23.0,23.0,,,,,,,111111111,110111111,206.9,110.0,177.8,111.1,5,9,1.0,428.0,1023.25,-2.81,False
24,SMH,Unknown,646.6,90.5,-9.5,-4.4,12.2,28.8,42.0,66.9,132.0,211.3,323.2,646.6,714.6,-5.3,1.2,336.5,60.7,789.6,33.0,33.0,34.0,34.0,0.0,0.0,24.0,24.0,-17,5.438333160588918,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,33.0,33.0,34.0,34.0,0.0,0.0,,0.0,0.0,0.0,0.0,24.0,24.0,,,,,,,011111111,111111111,206.9,110.0,200.0,111.1,5,9,1.0,428.0,671.83,-7.88,False
25,WSM,Specialty Retail,404.7,97.3,6.2,5.7,24.3,19.4,20.0,19.2,62.1,114.3,215.4,404.7,417.3,-40.6,1.2,305.6,66.7,547.6,54.0,54.0,57.0,57.0,0.0,0.0,25.0,25.0,-12,-12.095289834452558,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,54.0,54.0,57.0,57.0,0.0,0.0,,0.0,0.0,0.0,0.0,25.0,25.0,,,,,,,111111111,011111111,206.9,110.0,177.8,111.1,5,9,1.0,428.0,239.95,-1.79,False
26,AMAT,Semiconductor Equipment & Materials,766.0,90.4,-9.6,-2.8,40.6,46.7,72.6,133.2,180.3,241.0,391.1,766.0,849.6,-21.2,1.6,269.0,45.6,909.0,25.0,25.0,27.0,27.0,0.0,0.0,26.0,26.0,-11,6.958669011435944,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,25.0,25.0,27.0,27.0,0.0,0.0,,0.0,0.0,0.0,0.0,26.0,26.0,,,,,,,011111111,011111011,184.7,150.0,155.6,88.9,4,9,1.0,423.6,641.18,-8.14,False
27,QUBT,Quantum Computing,860.7,10.7,-1.3,-8.0,-7.6,6.7,-1.1,-25.4,480.9,368.7,268.1,860.7,9187.6,-139.9,1.6,11517.1,6766.8,1003.6,19.0,19.0,20.0,20.0,0.0,0.0,27.0,27.0,27,1766.8000000000002,EARLY_UP,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,19.0,19.0,20.0,20.0,0.0,0.0,,0.0,0.0,0.0,0.0,27.0,27.0,,,,,,,001001111,111000111,140.3,150.0,133.3,133.3,6,9,1.0,423.6,21.44,-54.76,False
28,TT,Building Products,253.8,86.5,1.4,1.8,4.8,2.3,6.6,2.1,22.0,60.9,110.8,253.8,294.6,-7.0,1.2,261.1,67.8,396.8,72.0,72.0,75.0,75.0,0.0,0.0,28.0,28.0,13,-9.23289670746908,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,72.0,72.0,75.0,75.0,0.0,0.0,,0.0,0.0,0.0,0.0,28.0,28.0,,,,,,,111111111,111111111,218.0,70.0,200.0,133.3,6,9,1.0,421.3,503.47,-4.04,False
29,STX,Data Storage,1993.2,90.1,-9.9,-5.4,22.8,76.1,136.5,294.1,814.3,1015.2,1306.8,1993.2,2215.0,-36.7,1.2,554.4,39.3,2136.2,8.0,8.0,8.0,8.0,0.0,0.0,29.0,29.0,-18,10.399999999999999,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,8.0,8.0,8.0,8.0,0.0,0.0,,0.0,0.0,0.0,0.0,29.0,29.0,,,,,,,011111111,100101011,162.5,190.0,111.1,66.7,3,9,1.0,419.2,1145.0,-13.25,False
30,TSM,Semiconductors,613.6,92.8,-7.2,-2.8,6.6,10.2,21.7,43.5,142.0,206.7,301.4,613.6,662.0,-6.0,1.1,380.8,62.9,756.5,37.0,37.0,37.0,37.0,0.0,0.0,30.0,30.0,-5,2.582424232182717,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,37.0,37.0,37.0,37.0,0.0,0.0,,0.0,0.0,0.0,0.0,30.0,30.0,,,,,,,011111111,111110111,195.8,110.0,177.8,111.1,5,9,1.0,416.9,476.31,-7.45,False
31,SNDK,Data Storage Devices,2372.0,83.7,-16.3,-10.6,35.5,107.3,307.8,1661.3,,,,2372.0,2804.8,-4.5,1.5,630.6,40.9,2386.6,6.0,6.0,5.0,5.0,0.0,0.0,31.0,31.0,27,12.337946898305333,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,6.0,6.0,5.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,31.0,31.0,,,,,,,01111---1,--------1,190.3,190.0,200.0,33.3,1,1,0.167,413.6,2354.3899,-18.69,False
32,QBTS,Quantum Computing,763.0,43.1,-3.3,-5.1,-4.0,15.7,6.3,6.3,934.0,836.8,,763.0,1840.5,-110.7,1.5,1617.5,380.4,824.9,29.0,29.0,28.0,28.0,0.0,0.0,32.0,32.0,11,38.546445663415,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,29.0,29.0,28.0,28.0,0.0,0.0,,0.0,0.0,0.0,0.0,32.0,32.0,,,,,,,0011111-1,-----0111,162.0,150.0,150.0,100.0,3,4,0.667,412.0,45.13,-49.08,False
33,RKLB,Aerospace & Defense,913.5,53.4,-15.1,-18.6,-10.3,3.5,18.9,52.5,793.8,951.4,,913.5,1719.1,-77.2,1.3,1140.7,214.4,976.3,20.0,20.0,19.0,19.0,0.0,0.0,33.0,33.0,3,83.3656846481953,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,20.0,20.0,19.0,19.0,0.0,0.0,,0.0,0.0,0.0,0.0,33.0,33.0,,,,,,,0011111-1,-----0111,162.0,150.0,150.0,100.0,3,4,0.667,412.0,150.9999,-43.44,False
34,APP,Software,799.2,52.4,-0.4,0.8,-11.0,-3.6,-13.5,-13.6,385.3,807.0,,799.2,1542.2,-55.4,1.4,1745.7,572.1,857.5,27.0,27.0,23.0,23.0,0.0,0.0,34.0,34.0,17,101.46490361586712,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,27.0,27.0,23.0,23.0,0.0,0.0,,0.0,0.0,0.0,0.0,34.0,34.0,,,,,,,1000011-1,------111,161.0,150.0,200.0,100.0,3,3,0.5,411.0,738.01,-37.0,False
35,RGTI,Quantum Computing,736.1,28.5,-2.8,-6.8,-5.5,6.6,-2.4,-0.9,752.6,760.2,,736.1,2754.1,-93.0,1.6,2871.0,1027.8,794.4,32.0,32.0,29.0,29.0,0.0,0.0,35.0,35.0,-2,105.47172882177676,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,32.0,32.0,29.0,29.0,0.0,0.0,,0.0,0.0,0.0,0.0,35.0,35.0,,,,,,,0010011-1,------111,161.0,150.0,200.0,100.0,3,3,0.5,411.0,55.16,-64.59,False
36,^IRX,Government Bonds,2733.2,48.7,0.5,2.7,3.1,-1.9,-3.2,-13.1,-52.0,1716.1,3921.3,2733.2,5789.1,-166.0,1.2,6371.2,3766.0,2876.2,4.0,4.0,4.0,4.0,0.0,0.0,36.0,36.0,52,-149.5,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,4.0,4.0,4.0,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,36.0,36.0,,,,,,,110000111,110011100,129.2,190.0,111.1,88.9,4,9,1.0,408.1,3.858,-4.35,False
37,ASML,Semi-Conductors,467.5,88.2,-11.8,-6.8,16.4,16.2,27.6,61.2,78.2,89.1,158.9,467.5,529.2,-5.8,1.6,253.6,49.6,610.5,51.0,51.0,51.0,51.0,0.0,0.0,37.0,37.0,-8,5.483894429580154,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,51.0,51.0,51.0,51.0,0.0,0.0,,0.0,0.0,0.0,0.0,37.0,37.0,,,,,,,011111111,111110011,184.7,110.0,155.6,111.1,5,9,1.0,405.8,1958.0,-9.97,False
38,MRVL,Semiconductors,807.4,84.9,-13.1,-9.1,47.4,118.5,161.9,208.3,244.8,286.8,399.2,807.4,862.2,-14.2,2.4,155.8,34.5,950.3,22.0,22.0,22.0,22.0,0.0,0.0,38.0,38.0,-14,0.37062053140218154,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,22.0,22.0,22.0,22.0,0.0,0.0,,0.0,0.0,0.0,0.0,38.0,38.0,,,,,,,011111111,011110111,184.7,150.0,155.6,66.7,3,9,1.0,401.4,329.88,-16.12,False
39,AAPL,Consumer Electronics,236.0,89.9,-1.3,0.2,0.7,1.9,1.4,7.3,1.4,5.5,46.2,236.0,264.2,-12.6,1.2,221.5,57.3,378.9,79.0,79.0,82.0,82.0,0.0,0.0,39.0,39.0,18,2.4899682468699,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,79.0,79.0,82.0,82.0,0.0,0.0,,0.0,0.0,0.0,0.0,39.0,39.0,,,,,,,111111111,111111111,218.0,70.0,200.0,111.1,5,9,1.0,399.1,317.4,-7.66,False
40,IONQ,Quantum Computing,334.3,50.8,-3.1,-3.4,-2.7,26.9,21.8,12.2,185.9,340.6,,334.3,660.4,-66.8,1.4,530.3,160.7,395.3,73.0,73.0,67.0,67.0,0.0,0.0,40.0,40.0,8,18.64182724761889,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,73.0,73.0,67.0,67.0,0.0,0.0,,0.0,0.0,0.0,0.0,40.0,40.0,,,,,,,0011111-1,-----1111,187.0,110.0,200.0,100.0,3,4,0.667,397.0,73.87,-27.44,False
41,SOXX,Semiconductor,534.1,89.2,-10.8,-4.1,17.7,41.1,59.8,91.2,135.9,183.0,263.9,534.1,597.7,-6.2,1.3,211.8,37.0,677.1,46.0,46.0,46.0,46.0,0.0,0.0,41.0,41.0,-21,2.937857808379306,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,46.0,46.0,46.0,46.0,0.0,0.0,,0.0,0.0,0.0,0.0,41.0,41.0,,,,,,,011111111,111111011,195.8,110.0,177.8,88.9,4,9,1.0,394.7,655.94,-8.3,False
42,EME,Construction & Engineering,625.5,86.4,2.0,3.1,-1.6,1.5,11.4,19.2,98.2,256.8,425.8,625.5,717.4,-42.2,1.2,520.1,105.4,768.5,36.0,36.0,36.0,36.0,0.0,0.0,42.0,42.0,-23,-6.61090950934441,EARLY_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,36.0,36.0,36.0,36.0,0.0,0.0,,0.0,0.0,0.0,0.0,42.0,42.0,,,,,,,101111111,000111111,173.60000000000002,110.0,133.3,111.1,5,9,1.0,394.7,951.95,-11.01,False
43,TER,Semiconductors,553.8,92.1,-7.9,-0.6,20.2,22.9,58.0,156.6,219.5,220.5,260.4,553.8,591.8,-50.5,2.1,153.7,12.2,696.8,42.0,42.0,43.0,43.0,0.0,0.0,43.0,43.0,1,0.5268964268388441,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,42.0,42.0,43.0,43.0,0.0,0.0,,0.0,0.0,0.0,0.0,43.0,43.0,,,,,,,011111111,111100011,173.60000000000002,110.0,133.3,111.1,5,9,1.0,394.7,459.187,-6.97,False
44,TRGP,Oil & Gas Midstream,517.7,94.9,4.1,4.8,4.3,2.8,17.2,33.3,78.9,173.2,463.0,517.7,551.7,-93.5,1.2,367.3,77.1,660.6,47.0,47.0,47.0,47.0,0.0,0.0,44.0,44.0,-6,-6.0092023527983685,EARLY_DOWN,OVEREXTENDED,MOMENTUM_UP,S0_NEUTRAL,,,,,47.0,47.0,47.0,47.0,0.0,0.0,,0.0,0.0,0.0,0.0,44.0,44.0,,,,,,,111111111,000011111,173.6,110.0,111.1,111.1,5,9,1.0,394.7,280.0,-4.89,False
45,APH,Electronic Components,368.5,90.3,0.3,1.1,13.5,11.8,10.8,21.8,104.9,168.3,240.0,368.5,384.6,-16.3,1.2,245.3,35.8,511.5,57.0,57.0,60.0,60.0,0.0,0.0,45.0,45.0,-22,-4.951744593299004,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,57.0,57.0,60.0,60.0,0.0,0.0,,0.0,0.0,0.0,0.0,45.0,45.0,,,,,,,111111111,11-111111,217.0,110.0,177.8,66.7,3,9,1.0,393.7,168.685,-3.5,False
